l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,o_c_out_2,o_k_out_2,o_x_out_2,o_y_out_2,o_r_out_2,o_s_out_2,o_c_mid_2,o_k_mid_2,o_x_mid_2,o_y_mid_2,o_r_mid_2,o_s_mid_2,o_c_in_2,o_k_in_2,o_x_in_2,o_y_in_2,o_r_in_2,o_s_in_2,t_c_d1_2,t_c_d2_2,t_c_d3_2,t_k_d1_2,t_k_d2_2,t_k_d3_2,t_x_d1_2,t_x_d2_2,t_x_d3_2,t_y_d1_2,t_y_d2_2,t_y_d3_2,o_c_out_3,o_k_out_3,o_x_out_3,o_y_out_3,o_r_out_3,o_s_out_3,o_c_mid_3,o_k_mid_3,o_x_mid_3,o_y_mid_3,o_r_mid_3,o_s_mid_3,o_c_in_3,o_k_in_3,o_x_in_3,o_y_in_3,o_r_in_3,o_s_in_3,t_c_d1_3,t_c_d2_3,t_c_d3_3,t_k_d1_3,t_k_d2_3,t_k_d3_3,t_x_d1_3,t_x_d2_3,t_x_d3_3,t_y_d1_3,t_y_d2_3,t_y_d3_3,o_c_out_4,o_k_out_4,o_x_out_4,o_y_out_4,o_r_out_4,o_s_out_4,o_c_mid_4,o_k_mid_4,o_x_mid_4,o_y_mid_4,o_r_mid_4,o_s_mid_4,o_c_in_4,o_k_in_4,o_x_in_4,o_y_in_4,o_r_in_4,o_s_in_4,t_c_d1_4,t_c_d2_4,t_c_d3_4,t_k_d1_4,t_k_d2_4,t_k_d3_4,t_x_d1_4,t_x_d2_4,t_x_d3_4,t_y_d1_4,t_y_d2_4,t_y_d3_4,o_c_out_5,o_k_out_5,o_x_out_5,o_y_out_5,o_r_out_5,o_s_out_5,o_c_mid_5,o_k_mid_5,o_x_mid_5,o_y_mid_5,o_r_mid_5,o_s_mid_5,o_c_in_5,o_k_in_5,o_x_in_5,o_y_in_5,o_r_in_5,o_s_in_5,t_c_d1_5,t_c_d2_5,t_c_d3_5,t_k_d1_5,t_k_d2_5,t_k_d3_5,t_x_d1_5,t_x_d2_5,t_x_d3_5,t_y_d1_5,t_y_d2_5,t_y_d3_5,o_c_out_6,o_k_out_6,o_x_out_6,o_y_out_6,o_r_out_6,o_s_out_6,o_c_mid_6,o_k_mid_6,o_x_mid_6,o_y_mid_6,o_r_mid_6,o_s_mid_6,o_c_in_6,o_k_in_6,o_x_in_6,o_y_in_6,o_r_in_6,o_s_in_6,t_c_d1_6,t_c_d2_6,t_c_d3_6,t_k_d1_6,t_k_d2_6,t_k_d3_6,t_x_d1_6,t_x_d2_6,t_x_d3_6,t_y_d1_6,t_y_d2_6,t_y_d3_6,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp
4096.0,2048000.0,3136.0,64.0,3.0,12.0,14.0,46.0,3.0,2.0,6.0,1.0,1.0,6.0,6.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,6.0,3.0,3.0,5.0,6.0,1.0,4.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,6.0,2.0,1.0,6.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,16.0,1.0,32.0,64.0,1.0,2.0,128.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,5.0,3.0,2.0,2.0,5.0,6.0,5.0,1.0,5.0,2.0,3.0,6.0,6.0,5.0,8.0,128.0,1.0,4.0,64.0,1.0,8.0,32.0,1.0,1.0,1.0,1.0,6.0,4.0,4.0,1.0,4.0,3.0,2.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,5.0,2.0,6.0,3.0,512.0,128.0,1.0,512.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,64.0,32.0,1.0,2.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,6.0,5.0,4.0,2.0,2.0,3.0,6.0,5.0,5.0,2.0,4.0,1.0,2.0,5.0,6.0,1.0,2.0,1.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,2.0,3.0,4.0,3.0,6.0,5.0,2.0,5.0,4.0,3.0,1.0,4.0,1.0,6.0,4.0,4.0,2.0,64.0,1.0,8.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1890183254.0,18712562.319999997,19707000000.0,125.30075,3136.0,514.0,786432.0,3.5370171936695384e+16
2048000.0,1024000.0,3136.0,64.0,3.0,6.0,48.0,32.0,2.0,3.0,5.0,1.0,4.0,2.0,3.0,1.0,2.0,6.0,1.0,4.0,6.0,2.0,4.0,2.0,6.0,4.0,5.0,1.0,5.0,1.0,2.0,6.0,512.0,32.0,1.0,64.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,6.0,2.0,3.0,2.0,3.0,4.0,8.0,4.0,1.0,16.0,1.0,1.0,128.0,64.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,128.0,4.0,1.0,2.0,8.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,6.0,6.0,6.0,3.0,6.0,1.0,4.0,6.0,3.0,256.0,2.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,2.0,3.0,1.0,4.0,6.0,6.0,1.0,6.0,5.0,2.0,2.0,5.0,6.0,256.0,128.0,1.0,512.0,2048.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,1.0,8.0,1.0,256.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,5.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,6.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,32.0,1.0,512.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,580904915.0,13146672.259999998,19707100000.0,125.57409375,3136.0,514.0,1638400.0,7636966531728157.0
512000.0,64000.0,3136.0,64.0,3.0,36.0,8.0,8.0,2.0,2.0,5.0,3.0,6.0,1.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,6.0,1.0,6.0,2.0,4.0,6.0,5.0,2.0,6.0,6.0,3.0,1.0,1.0,1.0,12.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,1.0,1.0,6.0,3.0,2.0,1.0,3.0,4.0,5.0,3.0,1.0,5.0,6.0,4.0,3.0,8.0,64.0,1.0,8.0,16.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,2.0,4.0,3.0,5.0,1.0,2.0,5.0,6.0,4.0,5.0,2.0,1.0,2.0,6.0,64.0,8.0,1.0,128.0,16.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,2.0,1.0,3.0,6.0,1.0,4.0,4.0,128.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,4.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,1.0,6.0,3.0,2.0,5.0,4.0,512.0,1.0,2048.0,2048.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,6.0,4.0,1.0,1.0,5.0,3.0,5.0,5.0,2.0,3.0,1.0,2.0,3.0,5.0,3.0,512.0,1024.0,1.0,8.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,2.0,3.0,6.0,32.0,256.0,1.0,128.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3249203615.0,19185369.32,19707200000.0,125.79415972222222,3136.0,514.0,2752512.0,6.23371713496541e+16
16000.0,32000000.0,3136.0,64.0,3.0,26.0,32.0,12.0,6.0,5.0,2.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,6.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,256.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,4.0,6.0,4.0,3.0,6.0,2.0,6.0,4.0,2.0,6.0,5.0,4.0,6.0,4.0,16.0,4.0,1.0,2.0,2.0,1.0,2.0,128.0,1.0,1.0,1.0,1.0,6.0,5.0,5.0,1.0,3.0,3.0,6.0,1.0,4.0,1.0,4.0,6.0,4.0,2.0,4.0,3.0,3.0,5.0,32.0,32.0,1.0,1.0,128.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,6.0,6.0,1.0,5.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,4.0,128.0,1.0,2.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,2.0,6.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,4.0,5.0,3.0,6.0,3.0,512.0,32.0,1.0,4.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,1.0,6.0,3.0,2.0,1.0,4.0,1.0,16.0,1.0,1.0,256.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,1.0,3.0,4.0,2.0,2.0,6.0,1.0,6.0,2.0,6.0,4.0,3.0,3.0,2.0,6.0,4.0,32.0,1.0,512.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,379244490.0,11835967.07,19707000000.0,125.29637152777778,3136.0,514.0,851968.0,4488725295118944.5
1024.0,16000000.0,3136.0,64.0,3.0,34.0,14.0,48.0,3.0,4.0,6.0,1.0,2.0,3.0,5.0,5.0,1.0,4.0,4.0,6.0,3.0,4.0,5.0,2.0,2.0,5.0,1.0,4.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,5.0,5.0,2.0,4.0,1.0,6.0,6.0,2.0,3.0,6.0,1.0,5.0,2.0,8.0,8.0,1.0,8.0,64.0,1.0,16.0,8.0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,5.0,1.0,1.0,3.0,4.0,1.0,6.0,4.0,4.0,64.0,64.0,1.0,1.0,1.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,4.0,1.0,4.0,1.0,3.0,5.0,4.0,5.0,5.0,4.0,6.0,1.0,6.0,1.0,8.0,128.0,1.0,16.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,3.0,1.0,5.0,1.0,5.0,2.0,4.0,6.0,2.0,6.0,2.0,3.0,4.0,1.0,1.0,8.0,4.0,1.0,4.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,3.0,3.0,5.0,4.0,6.0,4.0,4.0,2.0,32.0,1.0,512.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,8.0,128.0,1.0,32.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3580228206.0,17023141.380000003,19706900000.0,125.11297569444444,3136.0,514.0,172032.0,6.094673092340178e+16
4096.0,16000.0,3136.0,64.0,3.0,46.0,42.0,20.0,6.0,2.0,2.0,4.0,3.0,5.0,3.0,6.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,3.0,5.0,512.0,32.0,1.0,96.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,5.0,1.0,2.0,6.0,1.0,6.0,5.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,64.0,2.0,1.0,64.0,4.0,1.0,16.0,4.0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,3.0,6.0,3.0,6.0,3.0,5.0,2.0,1.0,2.0,6.0,3.0,3.0,3.0,1.0,1.0,128.0,64.0,1.0,2.0,64.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,6.0,1.0,1.0,4.0,6.0,4.0,3.0,4.0,5.0,5.0,16.0,256.0,1.0,2.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,6.0,6.0,1.0,4.0,3.0,4.0,4.0,6.0,3.0,16.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,6.0,6.0,3.0,1.0,5.0,3.0,2.0,1.0,1.0,6.0,6.0,3.0,4.0,6.0,3.0,8.0,16.0,1.0,2.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,6.0,1.0,4.0,1.0,4.0,5.0,5.0,1.0,1.0,3.0,6.0,6.0,3.0,6.0,3.0,4.0,256.0,4.0,1.0,4.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3868763539.0,12477637.86,19707000000.0,125.19159027777778,3136.0,514.0,458752.0,4.827303040561398e+16
512000.0,16000000.0,3136.0,64.0,3.0,8.0,16.0,40.0,6.0,4.0,5.0,2.0,6.0,6.0,6.0,6.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,4.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,512.0,128.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,6.0,6.0,3.0,1.0,6.0,6.0,1.0,3.0,4.0,1.0,6.0,5.0,3.0,1.0,4.0,16.0,1.0,1.0,32.0,1.0,128.0,16.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,5.0,3.0,5.0,1.0,5.0,1.0,6.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,8.0,1.0,1.0,32.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,6.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,5.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,256.0,1.0,256.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,3.0,3.0,3.0,6.0,4.0,5.0,1.0,4.0,3.0,1.0,64.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,6.0,6.0,2.0,3.0,6.0,2.0,4.0,256.0,8.0,1.0,16.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,6.0,3.0,2.0,5.0,3.0,6.0,3.0,3.0,1.0,6.0,5.0,4.0,4.0,4.0,256.0,1.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3243603794.0,12032673.38,19707100000.0,125.42398958333332,3136.0,514.0,1441792.0,3.902922502733081e+16
2048.0,128000.0,3136.0,64.0,3.0,48.0,46.0,42.0,4.0,3.0,2.0,2.0,1.0,6.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,6.0,6.0,1.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,16.0,256.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,6.0,4.0,3.0,1.0,6.0,5.0,2.0,6.0,4.0,2.0,3.0,6.0,5.0,3.0,16.0,64.0,1.0,4.0,4.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,6.0,5.0,8.0,64.0,1.0,128.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,4.0,5.0,6.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,512.0,1.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,6.0,2.0,2.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,1.0,1.0,128.0,1.0,64.0,2048.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,6.0,5.0,1.0,5.0,3.0,1.0,6.0,5.0,6.0,2.0,1.0,6.0,2.0,32.0,2.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,2.0,6.0,5.0,6.0,1.0,6.0,6.0,4.0,5.0,3.0,5.0,1.0,6.0,8.0,16.0,1.0,1024.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65426721.0,12215902.2,19707000000.0,125.35236805555556,3136.0,514.0,1081344.0,799246425002686.1
8192.0,256000.0,3136.0,64.0,3.0,20.0,32.0,6.0,4.0,1.0,1.0,5.0,4.0,6.0,4.0,4.0,5.0,1.0,2.0,6.0,1.0,6.0,2.0,5.0,2.0,3.0,3.0,6.0,5.0,1.0,1.0,6.0,32.0,8.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,16.0,32.0,1.0,32.0,8.0,1.0,64.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,1.0,3.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,16.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,2.0,5.0,6.0,1.0,4.0,6.0,1.0,4.0,2.0,6.0,1.0,2.0,3.0,4.0,1.0,128.0,1.0,1.0,4.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,6.0,1.0,6.0,3.0,6.0,1.0,4.0,16.0,1.0,64.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,6.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,6.0,6.0,4.0,3.0,3.0,1.0,128.0,1.0,1.0,512.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,5.0,6.0,3.0,4.0,4.0,128.0,4.0,1.0,4.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1319904578.0,12975034.379999999,19706900000.0,125.12485416666667,3136.0,514.0,294912.0,1.712580727786939e+16
512000.0,16000000.0,3136.0,64.0,3.0,12.0,14.0,46.0,3.0,1.0,2.0,6.0,4.0,5.0,2.0,6.0,4.0,3.0,5.0,5.0,3.0,5.0,1.0,2.0,6.0,1.0,1.0,1.0,6.0,4.0,4.0,3.0,1.0,256.0,1.0,96.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,6.0,4.0,2.0,1.0,5.0,2.0,2.0,5.0,2.0,5.0,6.0,1.0,2.0,1.0,32.0,32.0,1.0,16.0,128.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,16.0,32.0,1.0,1.0,32.0,1.0,32.0,64.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,6.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,1.0,2.0,6.0,6.0,6.0,6.0,3.0,256.0,8.0,1.0,128.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,5.0,4.0,4.0,2.0,1.0,5.0,3.0,1.0,3.0,6.0,6.0,6.0,2.0,5.0,6.0,4.0,512.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,3.0,6.0,3.0,6.0,2.0,1.0,6.0,5.0,3.0,2.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,6.0,2.0,1.0,1.0,2.0,4.0,6.0,6.0,3.0,2.0,6.0,6.0,3.0,4.0,8.0,64.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7057771978.0,27192617.840000004,19706900000.0,125.1335,3136.0,514.0,163840.0,1.919192961996149e+17
128.0,1024000.0,3136.0,64.0,3.0,14.0,40.0,38.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,2.0,5.0,6.0,3.0,4.0,3.0,2.0,128.0,64.0,1.0,12.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,6.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,1.0,4.0,2.0,8.0,64.0,1.0,32.0,2.0,1.0,16.0,64.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,5.0,2.0,6.0,6.0,5.0,5.0,1.0,1.0,3.0,6.0,1.0,6.0,6.0,64.0,1.0,1.0,2.0,8.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,6.0,4.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,256.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,3.0,4.0,6.0,4.0,4.0,6.0,3.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,3.0,5.0,8.0,256.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,6.0,2.0,4.0,4.0,4.0,2.0,6.0,5.0,512.0,2048.0,1.0,256.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,3.0,6.0,6.0,2.0,1.0,6.0,4.0,1.0,3.0,4.0,8.0,4.0,1.0,1.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2461054680.0,12137652.420000002,19707100000.0,125.45319791666667,3136.0,514.0,1638400.0,2.9871426292454332e+16
1024000.0,64000.0,3136.0,64.0,3.0,8.0,46.0,28.0,1.0,5.0,1.0,4.0,3.0,6.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,6.0,1.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,16.0,64.0,1.0,2.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,6.0,1.0,4.0,3.0,2.0,6.0,6.0,6.0,1.0,3.0,3.0,4.0,64.0,4.0,1.0,1.0,128.0,1.0,32.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,3.0,5.0,1.0,2.0,6.0,2.0,6.0,1.0,5.0,4.0,1.0,3.0,3.0,1.0,8.0,128.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,6.0,1.0,2.0,2.0,3.0,4.0,6.0,4.0,3.0,1.0,1.0,32.0,128.0,1.0,2.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,4.0,5.0,1.0,6.0,1.0,1.0,5.0,2.0,5.0,6.0,5.0,6.0,1.0,6.0,512.0,256.0,1.0,1024.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,3.0,6.0,2.0,4.0,6.0,6.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,16.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,2.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,6.0,1.0,4.0,3.0,1.0,4.0,256.0,2.0,1.0,1024.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2475100531.0,12807959.14,19707100000.0,125.41194791666668,3136.0,514.0,1441792.0,3.1700986468440304e+16
