l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,o_c_out_2,o_k_out_2,o_x_out_2,o_y_out_2,o_r_out_2,o_s_out_2,o_c_mid_2,o_k_mid_2,o_x_mid_2,o_y_mid_2,o_r_mid_2,o_s_mid_2,o_c_in_2,o_k_in_2,o_x_in_2,o_y_in_2,o_r_in_2,o_s_in_2,t_c_d1_2,t_c_d2_2,t_c_d3_2,t_k_d1_2,t_k_d2_2,t_k_d3_2,t_x_d1_2,t_x_d2_2,t_x_d3_2,t_y_d1_2,t_y_d2_2,t_y_d3_2,o_c_out_3,o_k_out_3,o_x_out_3,o_y_out_3,o_r_out_3,o_s_out_3,o_c_mid_3,o_k_mid_3,o_x_mid_3,o_y_mid_3,o_r_mid_3,o_s_mid_3,o_c_in_3,o_k_in_3,o_x_in_3,o_y_in_3,o_r_in_3,o_s_in_3,t_c_d1_3,t_c_d2_3,t_c_d3_3,t_k_d1_3,t_k_d2_3,t_k_d3_3,t_x_d1_3,t_x_d2_3,t_x_d3_3,t_y_d1_3,t_y_d2_3,t_y_d3_3,o_c_out_4,o_k_out_4,o_x_out_4,o_y_out_4,o_r_out_4,o_s_out_4,o_c_mid_4,o_k_mid_4,o_x_mid_4,o_y_mid_4,o_r_mid_4,o_s_mid_4,o_c_in_4,o_k_in_4,o_x_in_4,o_y_in_4,o_r_in_4,o_s_in_4,t_c_d1_4,t_c_d2_4,t_c_d3_4,t_k_d1_4,t_k_d2_4,t_k_d3_4,t_x_d1_4,t_x_d2_4,t_x_d3_4,t_y_d1_4,t_y_d2_4,t_y_d3_4,o_c_out_5,o_k_out_5,o_x_out_5,o_y_out_5,o_r_out_5,o_s_out_5,o_c_mid_5,o_k_mid_5,o_x_mid_5,o_y_mid_5,o_r_mid_5,o_s_mid_5,o_c_in_5,o_k_in_5,o_x_in_5,o_y_in_5,o_r_in_5,o_s_in_5,t_c_d1_5,t_c_d2_5,t_c_d3_5,t_k_d1_5,t_k_d2_5,t_k_d3_5,t_x_d1_5,t_x_d2_5,t_x_d3_5,t_y_d1_5,t_y_d2_5,t_y_d3_5,o_c_out_6,o_k_out_6,o_x_out_6,o_y_out_6,o_r_out_6,o_s_out_6,o_c_mid_6,o_k_mid_6,o_x_mid_6,o_y_mid_6,o_r_mid_6,o_s_mid_6,o_c_in_6,o_k_in_6,o_x_in_6,o_y_in_6,o_r_in_6,o_s_in_6,t_c_d1_6,t_c_d2_6,t_c_d3_6,t_k_d1_6,t_k_d2_6,t_k_d3_6,t_x_d1_6,t_x_d2_6,t_x_d3_6,t_y_d1_6,t_y_d2_6,t_y_d3_6,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp
256000.0,16000.0,3136.0,64.0,3.0,34.0,38.0,38.0,5.0,5.0,3.0,3.0,1.0,6.0,1.0,4.0,3.0,4.0,3.0,6.0,4.0,4.0,1.0,1.0,6.0,5.0,6.0,4.0,6.0,4.0,2.0,2.0,64.0,16.0,1.0,1.0,768.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,6.0,1.0,3.0,1.0,6.0,3.0,4.0,1.0,4.0,4.0,1.0,8.0,1.0,1.0,128.0,16.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,2.0,1.0,4.0,2.0,4.0,5.0,1.0,4.0,3.0,6.0,6.0,3.0,2.0,6.0,16.0,4.0,1.0,16.0,8.0,1.0,64.0,8.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,6.0,4.0,5.0,5.0,1.0,4.0,2.0,3.0,6.0,2.0,4.0,4.0,3.0,4.0,1.0,64.0,2.0,1.0,256.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,4.0,6.0,1.0,6.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,256.0,1.0,16.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,6.0,2.0,4.0,6.0,5.0,6.0,5.0,2.0,5.0,2.0,3.0,4.0,64.0,2048.0,1.0,128.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,6.0,1.0,4.0,4.0,2.0,2.0,2.0,6.0,3.0,4.0,1.0,6.0,6.0,4.0,32.0,1.0,512.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,554323479.0,12145030.120000001,19707000000.0,125.43075694444444,3136.0,514.0,1081344.0,6732275348678188.0
256.0,4096000.0,3136.0,64.0,3.0,22.0,6.0,22.0,3.0,3.0,3.0,1.0,3.0,6.0,1.0,5.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,6.0,3.0,5.0,2.0,5.0,4.0,512.0,1.0,1536.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,1.0,6.0,4.0,1.0,3.0,6.0,4.0,2.0,4.0,5.0,4.0,2.0,2.0,5.0,8.0,32.0,1.0,64.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,6.0,6.0,2.0,1.0,6.0,6.0,1.0,6.0,3.0,3.0,4.0,2.0,4.0,2.0,64.0,1.0,1.0,32.0,16.0,1.0,32.0,16.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,6.0,2.0,3.0,4.0,3.0,6.0,2.0,4.0,6.0,1.0,6.0,2.0,3.0,4.0,3.0,32.0,128.0,1.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,6.0,5.0,2.0,5.0,3.0,6.0,1.0,6.0,2.0,6.0,4.0,4.0,3.0,512.0,1.0,1.0,1024.0,2048.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,5.0,5.0,6.0,3.0,3.0,6.0,3.0,6.0,4.0,4.0,3.0,6.0,4.0,4.0,2.0,8.0,1.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,6.0,2.0,5.0,3.0,3.0,6.0,5.0,2.0,5.0,6.0,3.0,5.0,6.0,6.0,8.0,128.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,486285832.0,13443203.48,19707200000.0,126.03276041666668,3136.0,514.0,2752512.0,6537239389017096.0
64000.0,64000.0,3136.0,64.0,3.0,20.0,34.0,12.0,2.0,6.0,3.0,1.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,4.0,3.0,6.0,2.0,6.0,2.0,128.0,64.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,5.0,5.0,3.0,1.0,5.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,128.0,1.0,1.0,128.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,6.0,5.0,2.0,3.0,6.0,4.0,5.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,6.0,1.0,32.0,1.0,128.0,64.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,3.0,1.0,6.0,6.0,2.0,2.0,4.0,5.0,6.0,6.0,4.0,2.0,5.0,3.0,256.0,128.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,1.0,6.0,5.0,1.0,4.0,6.0,3.0,1.0,8.0,8.0,1.0,256.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,3.0,6.0,1.0,4.0,6.0,4.0,4.0,1.0,3.0,1.0,6.0,6.0,4.0,4.0,1.0,64.0,1024.0,1.0,16.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,3.0,3.0,6.0,3.0,6.0,5.0,6.0,2.0,4.0,3.0,1.0,6.0,4.0,1.0,3.0,8.0,16.0,1.0,4.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1506343538.0,13576714.82,19707000000.0,125.29896527777778,3136.0,514.0,851968.0,2.045119663637583e+16
8192.0,512000.0,3136.0,64.0,3.0,26.0,34.0,38.0,2.0,3.0,6.0,2.0,3.0,4.0,1.0,4.0,5.0,1.0,1.0,6.0,6.0,5.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,5.0,2.0,5.0,2.0,256.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,6.0,4.0,1.0,3.0,5.0,2.0,6.0,6.0,6.0,2.0,4.0,4.0,4.0,1.0,2.0,64.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,3.0,1.0,1.0,6.0,5.0,6.0,3.0,1.0,6.0,4.0,3.0,6.0,1.0,2.0,1.0,4.0,4.0,1.0,32.0,16.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,5.0,1.0,6.0,6.0,4.0,6.0,4.0,5.0,3.0,6.0,4.0,3.0,3.0,2.0,6.0,512.0,128.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,6.0,4.0,6.0,1.0,4.0,3.0,6.0,2.0,1.0,6.0,6.0,6.0,4.0,6.0,3.0,512.0,512.0,1.0,2048.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,6.0,1.0,1.0,4.0,5.0,5.0,3.0,2.0,5.0,1.0,2.0,3.0,4.0,2.0,16.0,512.0,1.0,16.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,512.0,16.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1506714418.0,13064852.100000001,19707200000.0,125.73103472222222,3136.0,514.0,2752512.0,1.968500102810758e+16
256.0,32000.0,3136.0,64.0,3.0,8.0,22.0,36.0,1.0,5.0,5.0,6.0,1.0,1.0,5.0,4.0,6.0,5.0,1.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,8.0,4.0,1.0,48.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,3.0,2.0,6.0,5.0,1.0,3.0,2.0,3.0,6.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,64.0,4.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,8.0,2.0,1.0,32.0,64.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,5.0,4.0,1.0,1.0,3.0,2.0,1.0,6.0,6.0,6.0,5.0,2.0,3.0,3.0,8.0,128.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,6.0,4.0,2.0,4.0,1.0,1.0,3.0,5.0,6.0,6.0,6.0,128.0,4.0,1.0,64.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,6.0,4.0,4.0,2.0,3.0,4.0,6.0,6.0,5.0,4.0,4.0,2.0,3.0,32.0,32.0,1.0,64.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,6.0,6.0,4.0,4.0,1.0,5.0,2.0,6.0,6.0,3.0,1.0,1.0,4.0,5.0,64.0,1.0,1.0,16.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1249251254.0,13636450.780000001,19706900000.0,125.07810416666668,3136.0,514.0,163840.0,1.703535323702428e+16
64000.0,4096000.0,3136.0,64.0,3.0,28.0,42.0,2.0,1.0,2.0,4.0,2.0,6.0,4.0,2.0,1.0,2.0,1.0,6.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,6.0,3.0,6.0,6.0,1.0,1.0,256.0,16.0,1.0,128.0,1536.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,6.0,3.0,5.0,3.0,4.0,6.0,6.0,2.0,5.0,1.0,3.0,3.0,6.0,4.0,4.0,64.0,1.0,1.0,4.0,1.0,128.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,6.0,4.0,6.0,3.0,5.0,6.0,4.0,2.0,5.0,2.0,6.0,3.0,1.0,3.0,4.0,32.0,4.0,1.0,1.0,8.0,1.0,32.0,16.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,6.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,5.0,5.0,2.0,512.0,8.0,1.0,8.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,6.0,3.0,3.0,1.0,1.0,4.0,2.0,5.0,5.0,1.0,128.0,512.0,1.0,1.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,6.0,4.0,1.0,5.0,4.0,6.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,8.0,2048.0,1.0,64.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,1.0,2.0,5.0,2.0,6.0,4.0,4.0,4.0,4.0,2.0,2.0,6.0,5.0,6.0,4.0,1.0,1.0,1.0,256.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7213119446.0,12167485.659999998,19707100000.0,125.9218923611111,3136.0,514.0,1441792.0,8.776552742307213e+16
256000.0,2048000.0,3136.0,64.0,3.0,24.0,38.0,40.0,4.0,3.0,5.0,3.0,4.0,4.0,6.0,3.0,1.0,3.0,6.0,2.0,3.0,5.0,5.0,3.0,3.0,6.0,1.0,4.0,4.0,6.0,2.0,2.0,1.0,2.0,1.0,96.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,6.0,5.0,5.0,6.0,2.0,2.0,5.0,6.0,3.0,1.0,4.0,6.0,64.0,16.0,1.0,32.0,32.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,6.0,2.0,4.0,4.0,6.0,6.0,3.0,2.0,6.0,4.0,2.0,6.0,3.0,4.0,2.0,32.0,2.0,1.0,8.0,64.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,6.0,4.0,5.0,6.0,2.0,512.0,2.0,1.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,4.0,2.0,3.0,4.0,2.0,5.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,256.0,1.0,32.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,6.0,3.0,5.0,4.0,1.0,3.0,6.0,6.0,2.0,3.0,6.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,64.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,6.0,5.0,6.0,5.0,2.0,3.0,1.0,3.0,6.0,1.0,5.0,6.0,3.0,6.0,8.0,4.0,1.0,4.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,146404093.0,20420195.060000002,19706900000.0,125.16194791666668,3136.0,514.0,280576.0,2989600136642381.0
32000.0,512000.0,3136.0,64.0,3.0,2.0,12.0,30.0,2.0,6.0,5.0,5.0,1.0,2.0,4.0,1.0,5.0,4.0,6.0,4.0,4.0,1.0,4.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,16.0,128.0,1.0,6.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,6.0,3.0,3.0,1.0,6.0,6.0,4.0,2.0,6.0,1.0,5.0,3.0,2.0,4.0,6.0,16.0,2.0,1.0,32.0,2.0,1.0,16.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,4.0,6.0,3.0,6.0,4.0,4.0,1.0,1.0,5.0,6.0,32.0,64.0,1.0,4.0,16.0,1.0,64.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,6.0,4.0,6.0,2.0,1.0,5.0,5.0,4.0,1.0,5.0,2.0,32.0,16.0,1.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,2.0,2.0,1.0,2.0,4.0,2.0,6.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,512.0,512.0,1.0,256.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,4.0,6.0,6.0,2.0,4.0,6.0,6.0,4.0,5.0,6.0,6.0,3.0,4.0,256.0,32.0,1.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,6.0,1.0,5.0,5.0,3.0,5.0,6.0,4.0,6.0,5.0,4.0,2.0,128.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2750338091.0,11992687.04,19707000000.0,125.21618402777779,3136.0,514.0,458752.0,3.298394397955404e+16
1024.0,256000.0,3136.0,64.0,3.0,26.0,48.0,32.0,1.0,1.0,4.0,2.0,4.0,3.0,4.0,5.0,1.0,3.0,3.0,6.0,6.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,6.0,5.0,1.0,4.0,1.0,64.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,6.0,1.0,4.0,6.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,64.0,1.0,128.0,32.0,1.0,16.0,8.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,2.0,5.0,6.0,4.0,5.0,2.0,4.0,6.0,5.0,4.0,2.0,32.0,1.0,4.0,128.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,2.0,5.0,4.0,1.0,5.0,6.0,1.0,4.0,1.0,3.0,6.0,1.0,4.0,32.0,64.0,1.0,256.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,5.0,3.0,2.0,1.0,32.0,1.0,32.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,4.0,2.0,6.0,4.0,5.0,2.0,1.0,2.0,6.0,4.0,3.0,5.0,6.0,4.0,4.0,1024.0,1.0,1.0,4.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,5.0,2.0,2.0,64.0,1.0,4.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7132647058.0,14054426.76,19707000000.0,125.33457291666667,3136.0,514.0,851968.0,1.0024526568159046e+17
128000.0,32000000.0,3136.0,64.0,3.0,26.0,42.0,22.0,3.0,4.0,2.0,6.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,2.0,5.0,3.0,6.0,3.0,2.0,6.0,6.0,1.0,2.0,6.0,6.0,6.0,128.0,512.0,1.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,6.0,6.0,5.0,3.0,3.0,1.0,3.0,4.0,2.0,6.0,3.0,1.0,5.0,6.0,3.0,2.0,16.0,1.0,1.0,4.0,2.0,1.0,32.0,128.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,5.0,6.0,5.0,1.0,5.0,5.0,3.0,1.0,3.0,6.0,3.0,2.0,2.0,5.0,2.0,2.0,32.0,1.0,32.0,16.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,4.0,5.0,1.0,1.0,5.0,4.0,2.0,3.0,2.0,1.0,6.0,6.0,6.0,2.0,256.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,3.0,6.0,2.0,2.0,2.0,3.0,5.0,6.0,1.0,2.0,3.0,1.0,6.0,4.0,256.0,2.0,1.0,256.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,3.0,5.0,2.0,5.0,2.0,4.0,2.0,128.0,1.0,16.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,6.0,2.0,2.0,4.0,3.0,6.0,5.0,1.0,3.0,6.0,8.0,2.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,971294931.0,12570994.219999999,19706900000.0,125.15028125,3136.0,514.0,262144.0,1.2210142963516298e+16
16000.0,32000.0,3136.0,64.0,3.0,24.0,8.0,20.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,1.0,4.0,5.0,2.0,3.0,2.0,6.0,5.0,6.0,5.0,3.0,3.0,2.0,4.0,6.0,64.0,1.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,6.0,6.0,6.0,3.0,2.0,2.0,3.0,32.0,32.0,1.0,64.0,2.0,1.0,128.0,128.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,2.0,5.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,64.0,1.0,1.0,8.0,64.0,1.0,64.0,16.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,1.0,3.0,2.0,1.0,4.0,6.0,3.0,6.0,3.0,6.0,2.0,4.0,1.0,1.0,5.0,1.0,4.0,1.0,8.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,5.0,5.0,6.0,5.0,2.0,6.0,2.0,6.0,6.0,3.0,5.0,5.0,1.0,1.0,3.0,128.0,256.0,1.0,64.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,4.0,6.0,4.0,2.0,5.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,16.0,2048.0,1.0,4.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,6.0,5.0,1.0,1.0,5.0,2.0,5.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,16.0,512.0,1.0,32.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,330671353.0,12733155.780000001,19707000000.0,125.49303125,3136.0,514.0,1081344.0,4210489849732370.5
8192.0,32000000.0,3136.0,64.0,3.0,34.0,18.0,14.0,3.0,4.0,2.0,6.0,6.0,2.0,1.0,4.0,4.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,16.0,256.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,6.0,2.0,5.0,5.0,2.0,2.0,2.0,6.0,4.0,1.0,5.0,3.0,6.0,2.0,64.0,4.0,1.0,32.0,64.0,1.0,1.0,128.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,6.0,4.0,6.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,6.0,3.0,5.0,2.0,4.0,4.0,1.0,2.0,5.0,4.0,6.0,1.0,2.0,6.0,1.0,128.0,1.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,6.0,4.0,1.0,2.0,6.0,5.0,3.0,5.0,2.0,32.0,1.0,32.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,6.0,6.0,2.0,1.0,2.0,1.0,4.0,6.0,5.0,1.0,5.0,6.0,6.0,4.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,6.0,2.0,2.0,4.0,5.0,1.0,1.0,2.0,6.0,1.0,3.0,1.0,3.0,3.0,32.0,512.0,1.0,2.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4374871305.0,16299222.86,19707000000.0,125.13002430555557,3136.0,514.0,458752.0,7.130700238401403e+16
