l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp
32000.0,1024000.0,3136.0,64.0,3.0,4.0,26.0,42.0,3.0,2.0,2.0,4.0,2.0,6.0,6.0,3.0,4.0,4.0,6.0,2.0,4.0,6.0,1.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,6.0,4.0,256.0,32.0,1.0,4.0,256.0,1.0,1.0,1.0,1.0,8.0,16.0,1.0,3.0,1.0,3.0,2.0,6.0,2.0,1.0,5.0,4.0,6.0,3.0,3.0,2.0,4.0,4.0,1.0,6.0,4.0,2.0,32.0,1.0,1024.0,192.0,1.0,1.0,1.0,1.0,20.0,16.0,1.0,386865299.0,39078335.0,19706800000.0,124.11588888888889,3136.0,10.0,147456.0,1.5118051754197164e+16
256.0,256000.0,3136.0,64.0,3.0,34.0,40.0,22.0,4.0,6.0,2.0,5.0,6.0,6.0,5.0,1.0,2.0,2.0,5.0,5.0,5.0,3.0,6.0,6.0,4.0,6.0,6.0,3.0,4.0,6.0,3.0,5.0,16.0,4.0,1.0,8.0,16.0,1.0,1.0,1.0,1.0,16.0,2.0,1.0,6.0,2.0,6.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,4.0,5.0,2.0,3.0,1.0,1.0,6.0,6.0,128.0,1.0,1.0,768.0,8.0,1.0,1.0,1.0,1.0,32.0,320.0,1.0,2223866725.0,35376843.0,19706800000.0,125.16133333333333,3136.0,10.0,770048.0,7.867338398324917e+16
4096.0,2048000.0,3136.0,64.0,3.0,40.0,36.0,18.0,4.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,6.0,2.0,6.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,5.0,4.0,2.0,4096.0,512.0,1.0,128.0,256.0,1.0,1.0,1.0,1.0,8.0,128.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,6.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,24.0,32.0,1.0,1.0,1.0,1.0,64.0,16.0,1.0,2009473565.0,120931391.8,19707100000.0,128.61533333333333,3136.0,10.0,3211264.0,2.4300843500075776e+17
128000.0,128000.0,3136.0,64.0,3.0,26.0,30.0,6.0,4.0,6.0,4.0,6.0,6.0,5.0,1.0,3.0,6.0,6.0,3.0,4.0,3.0,5.0,5.0,4.0,6.0,3.0,2.0,6.0,3.0,6.0,4.0,1.0,32.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,32.0,32.0,1.0,3.0,1.0,5.0,1.0,5.0,1.0,3.0,5.0,6.0,6.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,8.0,512.0,1.0,384.0,2.0,1.0,1.0,1.0,1.0,4.0,64.0,1.0,1231487879.0,38166600.0,19706800000.0,125.55044444444444,3136.0,10.0,966656.0,4.70017052826414e+16
128000.0,256000.0,3136.0,64.0,3.0,30.0,10.0,22.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,6.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,6.0,5.0,4.0,6.0,4.0,4.0,1.0,8.0,1.0,1024.0,128.0,1.0,1.0,1.0,1.0,64.0,8.0,1.0,1.0,6.0,2.0,1.0,6.0,6.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,3.0,6.0,2.0,5.0,256.0,1024.0,1.0,256.0,12.0,1.0,1.0,1.0,1.0,160.0,5.0,1.0,5344188028.0,32763099.0,19707100000.0,130.94655555555556,3136.0,10.0,3489792.0,1.7509216143597878e+17
512.0,256000.0,3136.0,64.0,3.0,26.0,40.0,4.0,6.0,6.0,5.0,5.0,1.0,4.0,1.0,5.0,6.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,5.0,5.0,4.0,6.0,2.0,2048.0,8.0,1.0,64.0,16.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,6.0,2.0,6.0,5.0,5.0,1.0,6.0,1.0,3.0,5.0,6.0,4.0,5.0,6.0,6.0,1.0,6.0,32.0,128.0,1.0,16.0,192.0,1.0,1.0,1.0,1.0,8.0,40.0,1.0,643858432.0,33814207.7,19706900000.0,126.78144444444443,3136.0,10.0,1143808.0,2.177156274904433e+16
1024000.0,16000000.0,3136.0,64.0,3.0,30.0,20.0,30.0,5.0,3.0,4.0,5.0,1.0,1.0,2.0,6.0,2.0,3.0,6.0,1.0,4.0,2.0,4.0,5.0,1.0,6.0,2.0,1.0,4.0,4.0,2.0,3.0,128.0,4.0,1.0,256.0,1.0,1.0,1.0,1.0,1.0,8.0,64.0,1.0,3.0,3.0,3.0,5.0,4.0,6.0,6.0,1.0,4.0,5.0,6.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,8.0,8.0,1.0,32.0,64.0,1.0,1.0,1.0,1.0,320.0,32.0,1.0,140257553.0,34860731.0,19706800000.0,124.49844444444444,3136.0,10.0,442368.0,4889480825851243.0
32000.0,64000.0,3136.0,64.0,3.0,12.0,10.0,32.0,1.0,6.0,1.0,2.0,2.0,5.0,1.0,1.0,6.0,2.0,2.0,5.0,3.0,1.0,6.0,2.0,5.0,4.0,6.0,5.0,5.0,3.0,4.0,3.0,1.0,16.0,1.0,256.0,1.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,3.0,3.0,6.0,3.0,4.0,3.0,2.0,1.0,6.0,4.0,5.0,2.0,5.0,6.0,6.0,4.0,4.0,5.0,1024.0,256.0,1.0,1024.0,3.0,1.0,1.0,1.0,1.0,5.0,64.0,1.0,1477558096.0,33904824.0,19707000000.0,128.27144444444443,3136.0,10.0,2359296.0,5.00963471946551e+16
128.0,8192000.0,3136.0,64.0,3.0,28.0,20.0,18.0,1.0,6.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,1.0,6.0,5.0,3.0,256.0,8.0,1.0,256.0,32.0,1.0,1.0,1.0,1.0,1.0,128.0,1.0,2.0,2.0,5.0,3.0,3.0,1.0,6.0,6.0,3.0,1.0,4.0,3.0,2.0,1.0,5.0,5.0,5.0,2.0,16.0,1.0,1.0,8.0,192.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2321318538.0,49182882.6,19706800000.0,124.10355555555556,3136.0,10.0,262144.0,1.1416913713165765e+17
256.0,64000.0,3136.0,64.0,3.0,46.0,18.0,34.0,4.0,1.0,2.0,6.0,5.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,6.0,2.0,1.0,3.0,5.0,5.0,1.0,6.0,4.0,6.0,3.0,6.0,512.0,2048.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,128.0,8.0,1.0,1.0,3.0,4.0,5.0,1.0,4.0,1.0,2.0,3.0,5.0,4.0,4.0,1.0,5.0,6.0,5.0,3.0,3.0,1.0,1024.0,1.0,3072.0,512.0,1.0,1.0,1.0,1.0,10.0,5.0,1.0,8701777356.0,33859533.8,19707400000.0,137.34422222222221,3136.0,10.0,6701056.0,2.946381245055566e+17
1024.0,32000000.0,3136.0,64.0,3.0,2.0,18.0,30.0,4.0,1.0,2.0,5.0,2.0,2.0,4.0,2.0,6.0,2.0,4.0,5.0,5.0,2.0,1.0,6.0,3.0,5.0,5.0,3.0,6.0,4.0,3.0,6.0,1024.0,2048.0,1.0,128.0,2048.0,1.0,1.0,1.0,1.0,4.0,16.0,1.0,2.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,6.0,1.0,3.0,1.0,1.0,4.0,5.0,2.0,8.0,256.0,1.0,512.0,12.0,1.0,1.0,1.0,1.0,10.0,20.0,1.0,851786018.0,32960083.8,19707700000.0,138.3477777777778,3136.0,10.0,9043968.0,2.8074938532948308e+16
128.0,256000.0,3136.0,64.0,3.0,10.0,38.0,36.0,6.0,5.0,4.0,2.0,5.0,2.0,1.0,5.0,5.0,5.0,6.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,6.0,256.0,64.0,1.0,2048.0,8.0,1.0,1.0,1.0,1.0,32.0,32.0,1.0,1.0,5.0,1.0,2.0,3.0,6.0,1.0,5.0,3.0,5.0,6.0,1.0,1.0,5.0,4.0,5.0,2.0,5.0,64.0,2048.0,1.0,384.0,96.0,1.0,1.0,1.0,1.0,80.0,160.0,1.0,2575317971.0,33040339.0,19707200000.0,135.92733333333334,3136.0,10.0,4579328.0,8.508937879463218e+16
16000.0,512000.0,3136.0,64.0,3.0,16.0,46.0,40.0,2.0,1.0,4.0,2.0,6.0,5.0,6.0,1.0,1.0,2.0,3.0,6.0,6.0,2.0,5.0,5.0,6.0,3.0,4.0,2.0,6.0,6.0,3.0,6.0,256.0,2048.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,32.0,16.0,1.0,2.0,6.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,1.0,6.0,5.0,3.0,6.0,6.0,1.0,4.0,4.0,32.0,1.0,256.0,3072.0,1.0,1.0,1.0,1.0,80.0,5.0,1.0,24432089933.0,36490878.0,19706800000.0,125.41722222222222,3136.0,10.0,693248.0,8.915484130301312e+17
128.0,32000.0,3136.0,64.0,3.0,12.0,2.0,32.0,6.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,5.0,1.0,3.0,2.0,6.0,2.0,3.0,5.0,5.0,1.0,2.0,4.0,5.0,5.0,3.0,1.0,1024.0,1.0,2048.0,32.0,1.0,1.0,1.0,1.0,2.0,32.0,1.0,1.0,3.0,1.0,4.0,6.0,6.0,4.0,6.0,1.0,4.0,5.0,3.0,2.0,5.0,3.0,4.0,4.0,1.0,32.0,1024.0,1.0,64.0,48.0,1.0,1.0,1.0,1.0,40.0,16.0,1.0,1845875884.0,33897801.0,19708500000.0,151.65377777777778,3136.0,10.0,17170432.0,6.257113338653109e+16
16000.0,32000.0,3136.0,64.0,3.0,44.0,44.0,2.0,3.0,1.0,6.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,1.0,4.0,4.0,2.0,1.0,6.0,6.0,6.0,5.0,1.0,6.0,2.0,6.0,2.0,256.0,128.0,1.0,4.0,16.0,1.0,1.0,1.0,1.0,32.0,64.0,1.0,4.0,1.0,1.0,5.0,6.0,6.0,3.0,1.0,5.0,5.0,1.0,3.0,6.0,4.0,4.0,1.0,4.0,4.0,4.0,512.0,1.0,768.0,48.0,1.0,1.0,1.0,1.0,20.0,8.0,1.0,12229840033.0,37524434.0,19706800000.0,125.35477777777778,3136.0,10.0,837632.0,4.589178251488663e+17
64000.0,256000.0,3136.0,64.0,3.0,36.0,26.0,40.0,3.0,1.0,1.0,4.0,5.0,1.0,4.0,3.0,4.0,1.0,5.0,1.0,6.0,6.0,5.0,6.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,5.0,8.0,8.0,1.0,128.0,1024.0,1.0,1.0,1.0,1.0,2.0,64.0,1.0,5.0,6.0,6.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,1.0,2.0,6.0,3.0,5.0,4.0,4.0,5.0,32.0,2.0,1.0,768.0,64.0,1.0,1.0,1.0,1.0,320.0,8.0,1.0,4612876872.0,37552384.0,19706800000.0,124.98611111111111,3136.0,10.0,561152.0,1.7322452364206285e+17
512000.0,1024000.0,3136.0,64.0,3.0,30.0,6.0,12.0,4.0,5.0,4.0,5.0,1.0,5.0,2.0,3.0,6.0,2.0,1.0,4.0,3.0,2.0,6.0,1.0,5.0,5.0,6.0,5.0,3.0,4.0,2.0,6.0,16.0,128.0,1.0,2.0,256.0,1.0,1.0,1.0,1.0,16.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,6.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0,3.0,6.0,2.0,2.0,8.0,256.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,64.0,2.0,1.0,1477878983.0,44525649.0,19706800000.0,124.26133333333333,3136.0,10.0,170752.0,6.580352086153497e+16
512.0,512000.0,3136.0,64.0,3.0,40.0,22.0,10.0,2.0,6.0,5.0,4.0,5.0,3.0,3.0,6.0,5.0,6.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,6.0,2.0,16.0,32.0,1.0,2048.0,128.0,1.0,1.0,1.0,1.0,32.0,2.0,1.0,1.0,5.0,6.0,4.0,3.0,1.0,3.0,5.0,1.0,2.0,5.0,5.0,4.0,4.0,1.0,3.0,2.0,3.0,8.0,2048.0,1.0,3072.0,24.0,1.0,1.0,1.0,1.0,320.0,80.0,1.0,362967988.0,33549739.0,19708400000.0,154.48611111111111,3136.0,10.0,15859712.0,1.2177481262755132e+16
256.0,32000.0,3136.0,64.0,3.0,10.0,26.0,16.0,5.0,2.0,1.0,5.0,2.0,1.0,5.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,4096.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,6.0,5.0,1.0,4.0,6.0,1024.0,4096.0,1.0,384.0,4.0,1.0,1.0,1.0,1.0,10.0,4.0,1.0,2114072143.0,35040786.0,19707100000.0,130.03522222222222,3136.0,10.0,3235328.0,7.40787495514244e+16
4096.0,256000.0,3136.0,64.0,3.0,12.0,28.0,32.0,5.0,4.0,1.0,2.0,5.0,6.0,2.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,6.0,2.0,64.0,512.0,1.0,16.0,128.0,1.0,1.0,1.0,1.0,64.0,8.0,1.0,6.0,4.0,2.0,2.0,5.0,4.0,6.0,1.0,3.0,1.0,2.0,2.0,3.0,5.0,3.0,6.0,4.0,4.0,2048.0,8.0,1.0,12.0,32.0,1.0,1.0,1.0,1.0,320.0,1.0,1.0,111962302.0,32819712.0,19706900000.0,126.81244444444444,3136.0,10.0,1462272.0,3674570506497024.0
16000.0,64000.0,3136.0,64.0,3.0,26.0,10.0,12.0,1.0,1.0,4.0,2.0,3.0,5.0,3.0,1.0,6.0,5.0,4.0,1.0,6.0,1.0,4.0,4.0,4.0,6.0,2.0,1.0,2.0,3.0,4.0,6.0,32.0,64.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,5.0,6.0,1.0,2.0,3.0,1.0,3.0,3.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,4.0,2.0,64.0,32.0,1.0,64.0,6.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,24479506446.0,37862649.0,19706700000.0,123.70522222222222,3136.0,10.0,10240.0,9.268589602581354e+17
4096.0,1024000.0,3136.0,64.0,3.0,46.0,12.0,34.0,6.0,5.0,1.0,4.0,2.0,3.0,6.0,4.0,4.0,3.0,5.0,4.0,6.0,3.0,4.0,5.0,2.0,6.0,6.0,4.0,4.0,3.0,4.0,4.0,4096.0,2048.0,1.0,256.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,6.0,6.0,4.0,3.0,5.0,1.0,5.0,2.0,4.0,2.0,6.0,1.0,2.0,3.0,2.0,3.0,2.0,128.0,2048.0,1.0,64.0,3072.0,1.0,1.0,1.0,1.0,2.0,40.0,1.0,1241629641.0,32543678.8,19709400000.0,176.33955555555556,3136.0,10.0,25739264.0,4.040719622526331e+16
64000.0,128000.0,3136.0,64.0,3.0,44.0,8.0,10.0,3.0,2.0,3.0,1.0,5.0,2.0,6.0,1.0,6.0,4.0,4.0,3.0,4.0,6.0,1.0,5.0,4.0,3.0,4.0,5.0,6.0,3.0,2.0,6.0,4.0,2048.0,1.0,2048.0,512.0,1.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,4.0,2.0,1.0,4.0,2.0,1.0,32.0,256.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,1.0,3073353245.0,44300673.8,19707700000.0,137.45466666666667,3136.0,10.0,8912896.0,1.3615161957891646e+17
4096.0,32000000.0,3136.0,64.0,3.0,38.0,48.0,48.0,5.0,3.0,6.0,1.0,1.0,5.0,3.0,1.0,2.0,6.0,2.0,1.0,5.0,6.0,6.0,4.0,2.0,3.0,5.0,2.0,2.0,5.0,5.0,6.0,4.0,16.0,1.0,8.0,64.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,6.0,3.0,4.0,6.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,6.0,5.0,5.0,4.0,4.0,512.0,256.0,1.0,8.0,512.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,1404408961.0,41060360.0,19706800000.0,124.81755555555556,3136.0,10.0,589824.0,5.766553752588596e+16
256000.0,16000.0,3136.0,64.0,3.0,44.0,42.0,20.0,6.0,6.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,1.0,5.0,1.0,4.0,3.0,3.0,5.0,8.0,1.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,6.0,5.0,2.0,3.0,6.0,4.0,2.0,5.0,3.0,1.0,6.0,1.0,5.0,3.0,3.0,3.0,2.0,5.0,256.0,512.0,1.0,3.0,1024.0,1.0,1.0,1.0,1.0,10.0,80.0,1.0,403617861.0,34585471.0,19707100000.0,130.49922222222222,3136.0,10.0,3555328.0,1.3959313826697532e+16
256.0,64000.0,3136.0,64.0,3.0,48.0,10.0,18.0,1.0,6.0,5.0,6.0,2.0,2.0,1.0,6.0,2.0,1.0,3.0,5.0,3.0,5.0,4.0,6.0,5.0,2.0,4.0,1.0,4.0,3.0,2.0,2.0,1024.0,4.0,1.0,512.0,64.0,1.0,1.0,1.0,1.0,128.0,1.0,1.0,4.0,1.0,3.0,6.0,5.0,5.0,3.0,1.0,4.0,5.0,3.0,1.0,4.0,1.0,4.0,2.0,3.0,3.0,2048.0,256.0,1.0,64.0,1536.0,1.0,1.0,1.0,1.0,40.0,1.0,1.0,852509913.0,32549117.2,19707600000.0,142.34866666666665,3136.0,10.0,8585216.0,2.7748445072398804e+16
256000.0,8192000.0,3136.0,64.0,3.0,38.0,40.0,42.0,6.0,1.0,6.0,5.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,6.0,6.0,4.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,3.0,6.0,64.0,512.0,1.0,2048.0,8.0,1.0,1.0,1.0,1.0,32.0,8.0,1.0,4.0,5.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,6.0,4.0,2.0,1.0,1.0,5.0,3.0,5.0,1.0,1024.0,1.0,1.0,64.0,1536.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,28643957160.0,32617116.2,19707100000.0,133.22844444444445,3136.0,10.0,3171328.0,9.34283279115542e+17
16000.0,128000.0,3136.0,64.0,3.0,22.0,40.0,12.0,6.0,3.0,4.0,2.0,3.0,4.0,6.0,5.0,1.0,3.0,4.0,4.0,2.0,1.0,5.0,3.0,3.0,5.0,6.0,4.0,5.0,2.0,6.0,2.0,8.0,2.0,1.0,256.0,512.0,1.0,1.0,1.0,1.0,16.0,2.0,1.0,3.0,3.0,3.0,6.0,5.0,2.0,1.0,1.0,4.0,6.0,5.0,2.0,4.0,2.0,2.0,4.0,6.0,3.0,32.0,16.0,1.0,256.0,32.0,1.0,1.0,1.0,1.0,20.0,2.0,1.0,4185837049.0,37655787.0,19706800000.0,124.00888888888889,3136.0,10.0,116224.0,1.5762098833385258e+17
512.0,16000000.0,3136.0,64.0,3.0,4.0,24.0,38.0,6.0,2.0,5.0,1.0,6.0,4.0,4.0,5.0,6.0,2.0,4.0,5.0,1.0,3.0,4.0,6.0,3.0,6.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,2048.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,4.0,6.0,5.0,1.0,4.0,6.0,5.0,3.0,5.0,5.0,256.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,20.0,4.0,1.0,9635654467.0,38457813.0,19706700000.0,123.86111111111111,3136.0,10.0,65632.0,3.705661976245007e+17
128000.0,128000.0,3136.0,64.0,3.0,28.0,8.0,24.0,6.0,4.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,5.0,6.0,5.0,2.0,2.0,1.0,4.0,6.0,5.0,5.0,4.0,3.0,6.0,6.0,3.0,128.0,2048.0,1.0,16.0,4.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,6.0,4.0,3.0,2.0,2.0,8.0,4096.0,1.0,1536.0,2.0,1.0,1.0,1.0,1.0,64.0,8.0,1.0,3073650344.0,33222996.0,19708100000.0,150.18988888888887,3136.0,10.0,13303808.0,1.0211587308411062e+17
128000.0,64000.0,3136.0,64.0,3.0,8.0,16.0,14.0,2.0,5.0,1.0,3.0,5.0,2.0,5.0,4.0,1.0,2.0,3.0,5.0,6.0,1.0,2.0,6.0,3.0,6.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,256.0,1.0,32.0,512.0,1.0,1.0,1.0,1.0,16.0,128.0,1.0,6.0,2.0,2.0,6.0,5.0,1.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,1.0,5.0,3.0,6.0,5.0,2.0,32.0,1.0,256.0,1536.0,1.0,1.0,1.0,1.0,320.0,4.0,1.0,1713047347.0,35231802.6,19706900000.0,126.49822222222222,3136.0,10.0,1101824.0,6.0353745973957704e+16
256.0,128000.0,3136.0,64.0,3.0,42.0,38.0,12.0,3.0,4.0,1.0,2.0,6.0,4.0,1.0,5.0,4.0,1.0,2.0,4.0,1.0,6.0,5.0,2.0,5.0,1.0,6.0,6.0,5.0,1.0,3.0,6.0,1024.0,1.0,1.0,32.0,32.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,3.0,4.0,5.0,5.0,4.0,1.0,4.0,3.0,5.0,4.0,6.0,4.0,1.0,6.0,1.0,4.0,4.0,1.0,32.0,128.0,1.0,256.0,1.0,1.0,1.0,1.0,1.0,16.0,64.0,1.0,1160433150.0,35237658.0,19706800000.0,124.02966666666667,3136.0,10.0,114688.0,4.08909464715627e+16
256000.0,32000.0,3136.0,64.0,3.0,44.0,4.0,34.0,6.0,5.0,6.0,6.0,3.0,6.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,5.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,1024.0,1.0,1.0,8.0,128.0,1.0,1.0,1.0,1.0,64.0,32.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,6.0,3.0,1.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,20.0,1.0,2006910065.0,38769502.6,19706900000.0,126.12433333333333,3136.0,10.0,1589248.0,7.780690498298366e+16
64000.0,128000.0,3136.0,64.0,3.0,4.0,24.0,2.0,2.0,4.0,1.0,4.0,1.0,3.0,5.0,6.0,1.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,6.0,5.0,1.0,2.0,6.0,1.0,6.0,3.0,128.0,128.0,1.0,1024.0,4.0,1.0,1.0,1.0,1.0,32.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,3.0,6.0,4.0,4.0,2.0,6.0,5.0,3.0,6.0,2.0,3.0,6.0,2.0,1024.0,64.0,1.0,48.0,1536.0,1.0,1.0,1.0,1.0,32.0,4.0,1.0,172026971.0,32697352.0,19707200000.0,133.70666666666665,3136.0,10.0,4784128.0,5624826424280792.0
32000.0,128000.0,3136.0,64.0,3.0,16.0,46.0,46.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,6.0,6.0,3.0,6.0,5.0,1.0,2.0,4.0,5.0,3.0,1.0,6.0,1.0,2048.0,64.0,1.0,64.0,32.0,1.0,1.0,1.0,1.0,8.0,16.0,1.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,6.0,6.0,4.0,1.0,1.0,2.0,2.0,256.0,2.0,1.0,128.0,2.0,1.0,1.0,1.0,1.0,80.0,160.0,1.0,554704972.0,33748305.0,19706800000.0,124.54988888888889,3136.0,10.0,329728.0,1.872035258007246e+16
128000.0,256000.0,3136.0,64.0,3.0,10.0,10.0,38.0,5.0,2.0,4.0,3.0,5.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,6.0,6.0,3.0,3.0,1.0,4.0,3.0,128.0,1024.0,1.0,32.0,32.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,2.0,6.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,2.0,6.0,1.0,3.0,1.0,128.0,64.0,1.0,12.0,768.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,3591295542.0,41408453.0,19706900000.0,127.20533333333333,3136.0,10.0,1601536.0,1.487099926600165e+17
2048.0,32000.0,3136.0,64.0,3.0,2.0,46.0,18.0,1.0,6.0,2.0,2.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,1.0,5.0,6.0,3.0,2.0,2.0,6.0,3.0,2.0,1.0,32.0,2.0,1.0,16.0,256.0,1.0,1.0,1.0,1.0,32.0,2.0,1.0,6.0,5.0,1.0,6.0,2.0,3.0,5.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,5.0,8.0,128.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,32.0,64.0,1.0,10359250971.0,34919644.0,19706700000.0,123.77077777777778,3136.0,10.0,34816.0,3.6174135601397434e+17
