l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp
4096.0,32000000.0,3136.0,64.0,3.0,20.0,4.0,24.0,5.0,1.0,6.0,1.0,4.0,6.0,1.0,6.0,5.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,6.0,1.0,6.0,6.0,1.0,4.0,4.0,64.0,4.0,1.0,512.0,1024.0,1.0,1.0,1.0,1.0,32.0,16.0,1.0,5.0,3.0,4.0,1.0,3.0,6.0,6.0,5.0,4.0,5.0,6.0,1.0,4.0,3.0,2.0,3.0,2.0,6.0,2048.0,32.0,1.0,128.0,64.0,1.0,1.0,1.0,1.0,80.0,20.0,1.0,1128894144.0,33787371.0,19706800000.0,125.66322222222222,3136.0,10.0,872448.0,3.814236526305542e+16
1024.0,1024000.0,3136.0,64.0,3.0,22.0,2.0,18.0,6.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,6.0,3.0,5.0,5.0,1.0,3.0,4.0,3.0,6.0,4.0,2.0,3.0,4.0,6.0,2.0,4.0,16.0,128.0,1.0,64.0,8.0,1.0,1.0,1.0,1.0,2.0,16.0,1.0,3.0,5.0,3.0,1.0,2.0,5.0,1.0,2.0,3.0,2.0,5.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,16.0,512.0,1.0,3.0,256.0,1.0,1.0,1.0,1.0,5.0,10.0,1.0,2661897200.0,33040736.0,19707000000.0,128.87766666666667,3136.0,10.0,2184192.0,8.79510426443392e+16
8192.0,4096000.0,3136.0,64.0,3.0,42.0,40.0,28.0,6.0,5.0,2.0,1.0,5.0,4.0,4.0,5.0,6.0,1.0,3.0,5.0,2.0,5.0,3.0,2.0,4.0,6.0,5.0,3.0,2.0,1.0,3.0,1.0,1024.0,2.0,1.0,2.0,2048.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,1.0,6.0,3.0,5.0,2.0,4.0,3.0,6.0,4.0,5.0,5.0,2048.0,1024.0,1.0,512.0,192.0,1.0,1.0,1.0,1.0,320.0,5.0,1.0,3836235097.0,32497063.8,19707600000.0,150.4382222222222,3136.0,10.0,8519680.0,1.246663766990082e+17
4096.0,16000000.0,3136.0,64.0,3.0,26.0,30.0,32.0,1.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,6.0,4.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,3.0,5.0,2.0,5.0,3.0,5.0,2048.0,256.0,1.0,2048.0,32.0,1.0,1.0,1.0,1.0,16.0,64.0,1.0,6.0,3.0,6.0,5.0,4.0,6.0,3.0,5.0,1.0,3.0,1.0,4.0,1.0,5.0,5.0,6.0,6.0,3.0,16.0,256.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,40.0,1.0,13833478308.0,34910166.7,19707700000.0,137.39244444444444,3136.0,10.0,8912896.0,4.82929033773114e+17
32000.0,32000.0,3136.0,64.0,3.0,8.0,42.0,46.0,1.0,2.0,4.0,1.0,6.0,2.0,2.0,2.0,6.0,1.0,5.0,4.0,2.0,4.0,3.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,4.0,6.0,16.0,512.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,2.0,32.0,1.0,4.0,5.0,5.0,3.0,3.0,1.0,5.0,4.0,6.0,6.0,5.0,6.0,3.0,5.0,6.0,3.0,2.0,6.0,4096.0,64.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,6130923644.0,44362020.0,19706800000.0,123.97544444444443,3136.0,10.0,98368.0,2.719801573136009e+17
1024000.0,16000000.0,3136.0,64.0,3.0,34.0,16.0,20.0,4.0,6.0,2.0,5.0,1.0,3.0,6.0,1.0,6.0,6.0,5.0,4.0,2.0,6.0,6.0,5.0,3.0,2.0,6.0,3.0,3.0,5.0,4.0,6.0,64.0,8.0,1.0,128.0,64.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,6.0,4.0,5.0,5.0,2.0,1.0,6.0,1.0,5.0,2.0,6.0,5.0,2.0,2.0,2.0,3.0,5.0,1024.0,16.0,1.0,12.0,24.0,1.0,1.0,1.0,1.0,40.0,16.0,1.0,1527516225.0,36369983.0,19706800000.0,125.099,3136.0,10.0,719872.0,5.555573913547418e+16
2048.0,2048000.0,3136.0,64.0,3.0,36.0,28.0,26.0,5.0,2.0,2.0,4.0,6.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,6.0,2.0,3.0,1.0,6.0,1.0,5.0,6.0,5.0,3.0,4.0,6.0,4096.0,256.0,1.0,4.0,2048.0,1.0,1.0,1.0,1.0,8.0,128.0,1.0,6.0,2.0,5.0,6.0,3.0,6.0,5.0,2.0,5.0,3.0,4.0,6.0,4.0,5.0,2.0,5.0,3.0,2.0,1024.0,512.0,1.0,3072.0,64.0,1.0,1.0,1.0,1.0,4.0,16.0,1.0,5100408913.0,32555701.8,19708700000.0,164.12988888888887,3136.0,10.0,18350080.0,1.6604739162969014e+17
512.0,128000.0,3136.0,64.0,3.0,18.0,44.0,30.0,6.0,6.0,1.0,3.0,3.0,5.0,4.0,3.0,6.0,6.0,4.0,1.0,6.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,6.0,2.0,5.0,256.0,4.0,1.0,16.0,512.0,1.0,1.0,1.0,1.0,32.0,4.0,1.0,6.0,5.0,2.0,2.0,6.0,2.0,4.0,1.0,6.0,5.0,3.0,6.0,6.0,4.0,3.0,3.0,1.0,3.0,2048.0,512.0,1.0,48.0,128.0,1.0,1.0,1.0,1.0,64.0,4.0,1.0,1921307099.0,33532517.0,19706900000.0,127.63355555555556,3136.0,10.0,1589248.0,6.4426262959438184e+16
1024000.0,64000.0,3136.0,64.0,3.0,26.0,8.0,38.0,3.0,5.0,6.0,2.0,4.0,1.0,5.0,6.0,2.0,1.0,5.0,6.0,4.0,5.0,2.0,1.0,4.0,2.0,5.0,5.0,1.0,3.0,2.0,1.0,4.0,16.0,1.0,2048.0,256.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,5.0,1.0,3.0,5.0,4.0,6.0,2.0,1.0,2.0,1.0,6.0,6.0,5.0,4.0,4.0,6.0,4.0,3.0,2.0,8.0,1.0,384.0,3072.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3055607892.0,44387786.0,19706800000.0,124.023,3136.0,10.0,98560.0,1.356316692100071e+17
256.0,32000000.0,3136.0,64.0,3.0,22.0,34.0,20.0,2.0,5.0,1.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,5.0,1.0,2.0,4.0,6.0,4.0,2.0,3.0,2.0,1.0,5.0,3.0,3.0,6.0,512.0,4096.0,1.0,128.0,4.0,1.0,1.0,1.0,1.0,128.0,8.0,1.0,6.0,2.0,4.0,2.0,3.0,6.0,4.0,6.0,6.0,5.0,2.0,3.0,4.0,3.0,6.0,3.0,5.0,3.0,2048.0,256.0,1.0,3072.0,3072.0,1.0,1.0,1.0,1.0,80.0,64.0,1.0,1326332836.0,32513631.8,19708400000.0,157.34655555555557,3136.0,10.0,15859712.0,4.3123897473953784e+16
1024.0,16000000.0,3136.0,64.0,3.0,48.0,30.0,22.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,6.0,5.0,3.0,3.0,1.0,3.0,6.0,4.0,6.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,256.0,1.0,512.0,512.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,6.0,6.0,3.0,2.0,4.0,1.0,5.0,2.0,4.0,6.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,5.0,128.0,8.0,1.0,96.0,512.0,1.0,1.0,1.0,1.0,2.0,160.0,1.0,2962672362.0,33351707.0,19706800000.0,125.27255555555556,3136.0,10.0,540672.0,9.881018055442194e+16
4096.0,16000000.0,3136.0,64.0,3.0,14.0,2.0,2.0,1.0,2.0,6.0,2.0,3.0,4.0,5.0,3.0,5.0,4.0,2.0,6.0,3.0,5.0,6.0,1.0,4.0,2.0,5.0,2.0,1.0,3.0,1.0,5.0,1.0,4096.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,2.0,5.0,5.0,1.0,4.0,5.0,1.0,3.0,4.0,4.0,5.0,3.0,6.0,4.0,2.0,4.0,4.0,4.0,64.0,1024.0,1.0,3072.0,96.0,1.0,1.0,1.0,1.0,160.0,64.0,1.0,16508848440.0,32709847.0,19707500000.0,139.46655555555557,3136.0,10.0,7602176.0,5.400019066185887e+17
4096.0,4096000.0,3136.0,64.0,3.0,16.0,48.0,2.0,4.0,6.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,6.0,6.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,6.0,5.0,3.0,2048.0,512.0,1.0,1.0,512.0,1.0,1.0,1.0,1.0,16.0,16.0,1.0,4.0,1.0,5.0,3.0,4.0,2.0,4.0,6.0,3.0,4.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,2048.0,32.0,1.0,4.0,1536.0,1.0,1.0,1.0,1.0,2.0,10.0,1.0,256692284.0,36917930.7,19708100000.0,154.67366666666666,3136.0,10.0,12695552.0,9476547951936720.0
2048.0,256000.0,3136.0,64.0,3.0,8.0,40.0,8.0,2.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0,3.0,6.0,2.0,6.0,3.0,3.0,5.0,1.0,2.0,2.0,6.0,1.0,2.0,6.0,3.0,3.0,256.0,64.0,1.0,128.0,8.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,3.0,3.0,5.0,1.0,3.0,4.0,6.0,2.0,6.0,3.0,4.0,3.0,1.0,1.0,3.0,6.0,6.0,6.0,32.0,16.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6774857781.0,40083781.0,19706800000.0,123.80644444444444,3136.0,10.0,77824.0,2.7156191559974995e+17
64000.0,512000.0,3136.0,64.0,3.0,30.0,18.0,46.0,2.0,1.0,3.0,6.0,6.0,5.0,6.0,1.0,2.0,4.0,6.0,4.0,3.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,6.0,6.0,5.0,4.0,256.0,8.0,1.0,1024.0,1024.0,1.0,1.0,1.0,1.0,16.0,128.0,1.0,2.0,4.0,6.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,5.0,2.0,6.0,2.0,1.0,3.0,2.0,4.0,256.0,4.0,1.0,128.0,96.0,1.0,1.0,1.0,1.0,320.0,16.0,1.0,24432577333.0,33524032.6,19706800000.0,125.58588888888889,3136.0,10.0,851968.0,8.190785190135131e+17
128000.0,1024000.0,3136.0,64.0,3.0,34.0,30.0,12.0,2.0,1.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,5.0,2.0,5.0,5.0,2.0,5.0,6.0,6.0,4.0,2.0,3.0,32.0,1024.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,4.0,8.0,1.0,5.0,1.0,6.0,6.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,5.0,2.0,4.0,16.0,1.0,1.0,128.0,4.0,1.0,1.0,1.0,1.0,80.0,5.0,1.0,5823824015.0,38179177.0,19706800000.0,124.17544444444444,3136.0,10.0,200704.0,2.2234880788553565e+17
16000.0,128000.0,3136.0,64.0,3.0,40.0,48.0,28.0,5.0,3.0,4.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,6.0,5.0,1.0,3.0,6.0,4.0,3.0,6.0,6.0,4.0,2.0,5.0,4.0,2048.0,1.0,64.0,512.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,6.0,4.0,5.0,4.0,6.0,2.0,5.0,1.0,4.0,5.0,6.0,1.0,5.0,2.0,4.0,4.0,2.0,5.0,1024.0,1.0,1.0,768.0,1024.0,1.0,1.0,1.0,1.0,160.0,80.0,1.0,512097018.0,32571243.4,19707300000.0,140.1507777777778,3136.0,10.0,5177344.0,1.667963661769218e+16
2048.0,8192000.0,3136.0,64.0,3.0,2.0,24.0,40.0,3.0,5.0,2.0,6.0,2.0,6.0,5.0,1.0,6.0,2.0,6.0,3.0,2.0,2.0,5.0,1.0,1.0,6.0,1.0,5.0,1.0,6.0,3.0,4.0,256.0,4.0,1.0,2048.0,8.0,1.0,1.0,1.0,1.0,128.0,2.0,1.0,5.0,3.0,6.0,2.0,6.0,6.0,4.0,5.0,3.0,1.0,3.0,5.0,6.0,2.0,1.0,2.0,2.0,1.0,4.0,64.0,1.0,256.0,32.0,1.0,1.0,1.0,1.0,160.0,8.0,1.0,928387652.0,33870552.6,19706900000.0,126.651,3136.0,10.0,1638400.0,3.1445002800256496e+16
1024000.0,512000.0,3136.0,64.0,3.0,2.0,22.0,6.0,1.0,3.0,4.0,3.0,3.0,4.0,6.0,3.0,6.0,6.0,5.0,4.0,4.0,6.0,6.0,2.0,6.0,2.0,5.0,4.0,6.0,2.0,5.0,3.0,64.0,4096.0,1.0,2048.0,2048.0,1.0,1.0,1.0,1.0,128.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,5.0,3.0,3.0,6.0,3.0,5.0,3.0,5.0,2048.0,4.0,1.0,16.0,1024.0,1.0,1.0,1.0,1.0,16.0,8.0,1.0,4531453108.0,32572291.8,19708700000.0,160.04766666666666,3136.0,10.0,18350080.0,1.4759981291179293e+17
16000.0,32000.0,3136.0,64.0,3.0,24.0,20.0,4.0,4.0,6.0,6.0,3.0,4.0,1.0,1.0,6.0,1.0,6.0,5.0,1.0,2.0,2.0,6.0,4.0,6.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,64.0,32.0,1.0,32.0,256.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,5.0,5.0,4.0,2.0,6.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,1.0,512.0,2.0,1.0,1024.0,512.0,1.0,1.0,1.0,1.0,16.0,20.0,1.0,3558410991.0,46852720.0,19706900000.0,125.86322222222222,3136.0,10.0,1110016.0,1.667212338062455e+17
512000.0,4096000.0,3136.0,64.0,3.0,28.0,2.0,8.0,6.0,3.0,6.0,6.0,5.0,5.0,3.0,5.0,1.0,6.0,1.0,3.0,2.0,2.0,6.0,6.0,2.0,2.0,1.0,2.0,4.0,5.0,5.0,4.0,512.0,4096.0,1.0,32.0,256.0,1.0,1.0,1.0,1.0,4.0,128.0,1.0,5.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,6.0,3.0,2.0,2.0,3.0,3.0,3.0,1024.0,64.0,1.0,1536.0,512.0,1.0,1.0,1.0,1.0,160.0,40.0,1.0,9328214992.0,32636951.8,19708200000.0,156.17866666666666,3136.0,10.0,14385152.0,3.044445030739414e+17
128000.0,4096000.0,3136.0,64.0,3.0,24.0,28.0,34.0,4.0,2.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,5.0,5.0,6.0,4.0,2.0,6.0,4.0,6.0,2.0,2.0,4.0,256.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,8.0,1.0,2.0,6.0,3.0,4.0,4.0,5.0,6.0,5.0,4.0,2.0,6.0,6.0,4.0,1.0,5.0,5.0,6.0,2.0,128.0,32.0,1.0,24.0,64.0,1.0,1.0,1.0,1.0,20.0,80.0,1.0,611749922.0,45426620.0,19706700000.0,123.78155555555556,3136.0,10.0,47104.0,2.778973124172364e+16
512000.0,32000000.0,3136.0,64.0,3.0,8.0,36.0,30.0,2.0,3.0,5.0,1.0,4.0,5.0,4.0,2.0,6.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,6.0,3.0,1.0,5.0,5.0,2.0,6.0,5.0,32.0,128.0,1.0,4.0,1024.0,1.0,1.0,1.0,1.0,16.0,128.0,1.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,6.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,6.0,8.0,1.0,1.0,96.0,384.0,1.0,1.0,1.0,1.0,20.0,32.0,1.0,1928012234.0,45980455.0,19706800000.0,124.59722222222221,3136.0,10.0,557056.0,8.865087976488646e+16
8192.0,16000.0,3136.0,64.0,3.0,40.0,14.0,6.0,2.0,2.0,6.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,6.0,4.0,1.0,6.0,1.0,5.0,2.0,5.0,2.0,5.0,1024.0,32.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,4.0,5.0,1.0,3.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,6.0,2.0,256.0,1.0,96.0,32.0,1.0,1.0,1.0,1.0,64.0,16.0,1.0,9364599422.0,34320431.0,19706800000.0,123.99022222222222,3136.0,10.0,94208.0,3.213970883053909e+17
256.0,256000.0,3136.0,64.0,3.0,24.0,16.0,10.0,1.0,4.0,6.0,3.0,1.0,6.0,6.0,3.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,1.0,6.0,5.0,1.0,1.0,2.0,5.0,5.0,6.0,4.0,4096.0,1.0,4.0,512.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,6.0,4.0,1.0,4096.0,1.0,1.0,24.0,1.0,1.0,1.0,1.0,1.0,64.0,1.0,31406955335.0,33666993.7,19707200000.0,131.55877777777778,3136.0,10.0,4231168.0,1.0573777673996265e+18
128.0,128000.0,3136.0,64.0,3.0,28.0,24.0,14.0,1.0,5.0,6.0,5.0,3.0,1.0,2.0,1.0,6.0,1.0,3.0,3.0,1.0,5.0,1.0,6.0,5.0,1.0,3.0,5.0,2.0,6.0,4.0,2.0,256.0,256.0,1.0,16.0,4.0,1.0,1.0,1.0,1.0,64.0,32.0,1.0,1.0,3.0,2.0,6.0,4.0,3.0,6.0,2.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,2.0,1.0,4096.0,128.0,1.0,512.0,256.0,1.0,1.0,1.0,1.0,40.0,320.0,1.0,1140962825.0,33181384.0,19707500000.0,137.44088888888888,3136.0,10.0,7143424.0,3.78587256260498e+16
1024000.0,8192000.0,3136.0,64.0,3.0,36.0,2.0,48.0,2.0,3.0,4.0,5.0,5.0,1.0,4.0,1.0,6.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,64.0,64.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,2.0,2.0,5.0,1.0,4.0,5.0,1.0,6.0,6.0,1.0,1.0,1.0,5.0,2.0,1024.0,4.0,1.0,32.0,256.0,1.0,1.0,1.0,1.0,80.0,10.0,1.0,5172397225.0,33175498.0,19706900000.0,126.28333333333333,3136.0,10.0,1343488.0,1.7159685379319306e+17
16000.0,2048000.0,3136.0,64.0,3.0,42.0,18.0,30.0,3.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,6.0,1.0,6.0,4.0,4.0,3.0,4.0,2.0,1.0,5.0,5.0,2.0,5.0,6.0,128.0,256.0,1.0,8.0,16.0,1.0,1.0,1.0,1.0,16.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,6.0,2.0,4.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,5.0,2.0,4.0,64.0,32.0,1.0,512.0,32.0,1.0,1.0,1.0,1.0,64.0,40.0,1.0,1796900296.0,36266470.0,19706800000.0,123.976,3136.0,10.0,139264.0,6.516723067787512e+16
128000.0,64000.0,3136.0,64.0,3.0,46.0,44.0,6.0,5.0,6.0,2.0,4.0,1.0,2.0,6.0,1.0,1.0,3.0,2.0,6.0,6.0,3.0,3.0,2.0,1.0,6.0,4.0,6.0,6.0,4.0,2.0,5.0,1024.0,2048.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,16.0,128.0,1.0,5.0,6.0,3.0,4.0,6.0,5.0,5.0,2.0,3.0,3.0,1.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,4.0,128.0,1.0,48.0,1536.0,1.0,1.0,1.0,1.0,40.0,160.0,1.0,548726858.0,32559581.8,19707300000.0,135.43866666666665,3136.0,10.0,5267456.0,1.7866317018907984e+16
128.0,256000.0,3136.0,64.0,3.0,36.0,46.0,2.0,2.0,1.0,3.0,5.0,4.0,4.0,6.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,2.0,2.0,8.0,16.0,1.0,1.0,128.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,4.0,5.0,3.0,6.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,6.0,6.0,1.0,1.0,2.0,6.0,5.0,4096.0,2048.0,1.0,2.0,384.0,1.0,1.0,1.0,1.0,40.0,4.0,1.0,3087182496.0,33635866.0,19707400000.0,135.2711111111111,3136.0,10.0,6012928.0,1.0384005675300154e+17
2048.0,32000.0,3136.0,64.0,3.0,22.0,10.0,28.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,5.0,5.0,6.0,1.0,6.0,6.0,2.0,8.0,4096.0,1.0,4.0,128.0,1.0,1.0,1.0,1.0,32.0,128.0,1.0,1.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,2.0,4.0,1.0,6.0,4.0,3.0,1.0,4.0,1024.0,1.0,1.0,512.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,609164294.0,32536391.8,19707200000.0,135.05877777777778,3136.0,10.0,4231168.0,1.9820008140154388e+16
8192.0,16000.0,3136.0,64.0,3.0,36.0,16.0,24.0,2.0,2.0,3.0,4.0,6.0,3.0,4.0,6.0,4.0,1.0,4.0,5.0,2.0,1.0,3.0,6.0,3.0,3.0,6.0,3.0,5.0,5.0,6.0,4.0,16.0,64.0,1.0,128.0,64.0,1.0,1.0,1.0,1.0,32.0,64.0,1.0,4.0,3.0,2.0,1.0,6.0,3.0,1.0,4.0,5.0,4.0,5.0,4.0,6.0,1.0,1.0,6.0,4.0,2.0,32.0,32.0,1.0,48.0,8.0,1.0,1.0,1.0,1.0,8.0,80.0,1.0,5311733786.0,37014050.0,19706700000.0,123.77666666666667,3136.0,10.0,40960.0,1.966087799416933e+17
512.0,2048000.0,3136.0,64.0,3.0,6.0,4.0,32.0,2.0,1.0,6.0,4.0,3.0,5.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,1.0,3.0,3.0,3.0,6.0,3.0,6.0,1.0,4.0,2.0,4096.0,32.0,1.0,2048.0,2.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,5.0,1.0,6.0,2.0,4.0,1.0,4.0,5.0,6.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,1.0,4096.0,512.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,320.0,16.0,1.0,4683314872.0,32492581.8,19708500000.0,156.20844444444444,3136.0,10.0,16875520.0,1.5217299157361654e+17
512.0,4096000.0,3136.0,64.0,3.0,14.0,10.0,14.0,3.0,5.0,2.0,6.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,6.0,4.0,3.0,5.0,5.0,2.0,1.0,3.0,3.0,4.0,6.0,4096.0,256.0,1.0,64.0,128.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,5.0,4.0,2.0,6.0,1.0,1.0,5.0,3.0,6.0,6.0,4.0,4.0,6.0,5.0,3.0,5.0,4.0,1.0,256.0,8.0,1.0,6.0,192.0,1.0,1.0,1.0,1.0,8.0,320.0,1.0,2791583182.0,32808181.8,19707000000.0,127.68711111111111,3136.0,10.0,2129920.0,9.15867685448785e+16
2048.0,32000000.0,3136.0,64.0,3.0,26.0,2.0,32.0,5.0,2.0,3.0,3.0,5.0,4.0,6.0,5.0,1.0,1.0,2.0,3.0,6.0,2.0,6.0,6.0,2.0,1.0,1.0,1.0,6.0,3.0,4.0,5.0,256.0,512.0,1.0,2048.0,2.0,1.0,1.0,1.0,1.0,64.0,4.0,1.0,4.0,1.0,6.0,2.0,5.0,3.0,2.0,1.0,3.0,6.0,4.0,3.0,3.0,1.0,4.0,6.0,2.0,1.0,16.0,16.0,1.0,3072.0,4.0,1.0,1.0,1.0,1.0,8.0,16.0,1.0,1009929360.0,32597781.8,19708600000.0,160.083,3136.0,10.0,17563648.0,3.292145691069365e+16
2048000.0,64000.0,3136.0,64.0,3.0,12.0,34.0,32.0,6.0,6.0,4.0,1.0,5.0,6.0,3.0,1.0,5.0,4.0,6.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,6.0,2.0,2.0,3.0,4.0,3.0,4096.0,4.0,1.0,1.0,1024.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,6.0,1.0,6.0,6.0,4.0,6.0,1.0,4.0,1.0,5.0,6.0,5.0,6.0,4.0,3.0,2.0,1.0,2.0,16.0,1.0,96.0,128.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,7716304390.0,49456171.0,19707600000.0,136.62888888888887,3136.0,10.0,8429568.0,3.816188693998907e+17
2048.0,32000.0,3136.0,64.0,3.0,12.0,4.0,16.0,1.0,1.0,6.0,3.0,4.0,6.0,2.0,3.0,5.0,2.0,6.0,6.0,2.0,1.0,6.0,1.0,6.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,128.0,32.0,1.0,1.0,1.0,1.0,128.0,2.0,1.0,2.0,6.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,1.0,5.0,4096.0,4.0,1.0,128.0,768.0,1.0,1.0,1.0,1.0,160.0,2.0,1.0,24514435037.0,34977708.0,19707600000.0,138.78166666666667,3136.0,10.0,7847936.0,8.574587505091552e+17
