,obs,reward,return_list,action_list,metrics,vcnt,potential
0,"[0.5        0.002      1.         1.         0.33333333 0.54166667
 0.95833333 1.         0.66666667 1.         0.33333333 0.83333333
 0.33333333 0.33333333 0.83333333 0.83333333 0.83333333 0.83333333
 0.66666667 0.66666667 0.16666667 0.33333333 0.33333333 0.66666667
 0.16666667 0.33333333 0.16666667 0.5        0.83333333 0.66666667
 0.33333333 0.83333333 1.         0.33333333 1.         0.015625
 0.0625     1.         0.02702703 1.         1.         0.01351351
 0.01351351 1.         0.66666667 0.83333333 0.33333333 0.16666667
 0.83333333 0.83333333 0.5        0.83333333 1.         1.
 0.66666667 0.66666667 1.         0.5        0.16666667 1.
 0.83333333 0.83333333 1.         0.125      1.         0.25
 0.0625     1.         0.0045045  0.02702703 1.         0.02702703
 0.01351351 1.         0.83333333 1.         0.83333333 0.5
 0.66666667 0.83333333 0.5        0.83333333 0.83333333 0.5
 0.5        0.66666667 0.83333333 0.33333333 0.5        1.
 1.         1.         0.25       0.125      1.         0.015625
 0.125      1.         1.         0.01818182 1.         0.2
 0.5        1.         0.16666667 0.83333333 0.83333333 1.
 0.16666667 1.         1.         0.66666667 0.83333333 0.5
 0.5        1.         0.33333333 0.16666667 0.16666667 0.5
 0.66666667 0.83333333 0.015625   0.0625     1.         0.25
 0.015625   1.         0.09090909 0.1        1.         0.5
 0.00909091 1.         0.16666667 0.66666667 0.5        0.5
 0.5        0.83333333 1.         0.83333333 0.5        0.16666667
 0.16666667 1.         0.16666667 1.         0.16666667 0.83333333
 0.33333333 0.66666667 0.25       0.5        1.         0.25
 0.5        1.         0.03703704 0.03703704 1.         0.5
 0.05555556 1.         0.83333333 0.16666667 0.66666667 0.83333333
 0.66666667 1.         0.33333333 0.83333333 0.16666667 1.
 0.83333333 1.         0.83333333 0.16666667 0.33333333 0.16666667
 1.         0.66666667 0.5        0.015625   1.         1.
 0.0625     1.         0.05555556 0.11111111 1.         1.
 0.5        1.         1.         1.         0.83333333 0.66666667
 0.16666667 1.         0.5        0.5        0.16666667 0.5
 0.16666667 0.16666667 0.83333333 1.         0.16666667 0.83333333
 0.66666667 0.5        0.5        0.0078125  1.         0.0625
 0.0078125  1.         0.07692308 1.         1.         0.07692308
 0.03846154 1.         0.5        1.         1.         1.
 0.33333333 0.16666667 0.33333333 0.16666667 0.33333333 0.16666667
 1.         0.5        0.66666667 0.33333333 0.66666667 0.33333333
 0.5        0.66666667 0.0625     0.00195312 1.         0.015625
 0.125      1.         0.03846154 0.5        1.         0.07692308
 0.03846154 1.         0.66666667 1.         0.33333333 0.16666667
 1.         0.33333333 0.5        0.33333333 1.         0.5
 0.5        0.16666667 1.         0.33333333 0.83333333 0.5
 1.         0.33333333 0.0625     0.0625     1.         0.5
 0.0078125  1.         0.25       0.08333333 1.         0.5
 0.16666667 1.        ]",9.287926353837173,"[6.9976453982184035, 7.0046500482666705, 7.011661709976647, 7.018680390367014, 7.025706096463478, 7.032738835298776, 7.039778613912689, 7.046825439352041, 7.053879318670711, 7.060940258929641, 7.068008267196838, 7.075083350547385, 7.082165516063449, 7.089254770834283, 7.096351121956239, 7.103454576532772, 7.110565141674447, 7.117682824498946, 7.124807632131077, 7.131939571702779, 7.139078650353133, 7.146224875228361, 7.153378253481843, 7.160538792274116, 7.16770649877289, 7.174881380153042, 7.182063443596639, 7.1892526962929315, 7.19644914543837, 7.2036527982366065, 7.210863661898505, 7.218081743642147, 7.225307050692839, 7.232539590283122, 7.239779369652775, 7.247026396048823, 7.254280676725549, 7.261542218944493, 7.268811029974468, 7.276087117091559, 7.2833704875791385, 7.2906611487278665, 7.297959107835703, 7.305264372207911, 7.312576949157068, 7.31989684600307, 7.327224070073143, 7.334558628701845, 7.341900529231076, 7.349249779010086, 7.356606385395482, 7.363970355751233, 7.371341697448682, 7.378720417866549, 7.386106524390939, 7.393500024415355, 7.400900925340696, 7.408309234575271, 7.415724959534806, 7.423148107642449, 7.4305786863287775, 7.438016703031809, 7.445462165197006, 7.452915080277283, 7.460375455733017, 7.467843299032049, 7.475318617649699, 7.4828014190687675, 7.490291710779547, 7.497789500279827, 7.505294795074902, 7.512807602677579, 7.520327930608188, 7.527855786394582, 7.535391177572154, 7.542934111683838, 7.550484596280118, 7.558042638919037, 7.565608247166203, 7.573181428594798, 7.580762190785584, 7.588350541326911, 7.595946487814725, 7.603550037852577, 7.611161199051629, 7.618779979030659, 7.626406385416075, 7.634040425841917, 7.641682107949867, 7.649331439389257, 7.6569884278170735, 7.664653080897971, 7.672325406304275, 7.6800054117159915, 7.687693104820812, 7.695388493314126, 7.703091584899025, 7.710802387286312, 7.718520908194506, 7.7262471553498555, 7.733981136486342, 7.741722859345688, 7.7494723316773655, 7.757229561238604, 7.764994555794398, 7.772767323117515, 7.780547870988504, 7.7883362071957, 7.796132339535235, 7.803936275811045, 7.81174802383488, 7.819567591426306, 7.8273949864127195, 7.835230216629349, 7.8430732899192686, 7.850924214133402, 7.8587829971305325, 7.86664964677731, 7.874524170948258, 7.882406577525784, 7.8902968744001845, 7.898195069469654, 7.906101170640294, 7.914015185826121, 7.921937122949069, 7.929866989939009, 7.937804794733743, 7.945750545279021, 7.95370424952855, 7.9616659154439935, 7.9696355509949885, 7.9776131641591475, 7.98559876292207, 7.993592355277348, 8.001593949226574, 8.009603552779353, 8.017621173953307, 8.025646820774082, 8.033680501275358, 8.041722223498857, 8.049771995494352, 8.057829825319672, 8.065895721040713, 8.073969690731444, 8.082051742473917, 8.090141884358275, 8.098240124482757, 8.10634647095371, 8.114460931885596, 8.122583515400997, 8.130714229630629, 8.138853082713341, 8.147000082796138, 8.155155238034173, 8.163318556590763, 8.1714900466374, 8.179669716353754, 8.187857573927682, 8.196053627555237, 8.204257885440677, 8.212470355796475, 8.220691046843317, 8.228919966810126, 8.237157123934061, 8.245402526460522, 8.253656182643164, 8.261918100743907, 8.27018828903294, 8.27846675578873, 8.286753509298027, 8.295048557855882, 8.303351909765647, 8.311663573338986, 8.319983556895883, 8.328311868764647, 8.33664851728193, 8.344993510792722, 8.353346857650372, 8.361708566216588, 8.370078644861449, 8.378457101963413, 8.386843945909321, 8.395239185094416, 8.403642827922338, 8.412054882805144, 8.420475358163307, 8.428904262425732, 8.437341604029761, 8.445787391421183, 8.454241633054236, 8.462704337391628, 8.471175512904532, 8.479655168072604, 8.488143311383988, 8.496639951335323, 8.505145096431756, 8.513658755186942, 8.522180936123064, 8.530711647770834, 8.539250898669504, 8.54779869736687, 8.55635505241929, 8.564919972391682, 8.573493465857538, 8.582075541398938, 8.590666207606544, 8.599265473079624, 8.60787334642605, 8.616489836262312, 8.625114951213526, 8.63374869991344, 8.642391091004445, 8.651042133137583, 8.659701834972555, 8.668370205177732, 8.677047252430162, 8.685732985415578, 8.694427412828407, 8.70313054337178, 8.711842385757537, 8.720562948706243, 8.72929224094719, 8.738030271218408, 8.746777048266674, 8.755532580847522, 8.764296877725247, 8.77306994767292, 8.781851799472392, 8.790642441914306, 8.799441883798105, 8.808250133932036, 8.817067201133169, 8.825893094227396, 8.834727822049446, 8.84357139344289, 8.85242381726015, 8.861285102362512, 8.870155257620132, 8.879034291912044, 8.88792221412617, 8.89681903315933, 8.905724757917248, 8.914639397314563, 8.923562960274838, 8.93249545573057, 8.941436892623193, 8.950387279903095, 8.959346626529625, 8.968314941471096, 8.977292233704802, 8.98627851221702, 8.995273786003022, 9.004278064067089, 9.013291355422512, 9.022313669091604, 9.03134501410571, 9.040385399505215, 9.049434834339555, 9.058493327667223, 9.067560888555779, 9.07663752608186, 9.085723249331192, 9.09481806739859, 9.103921989387977, 9.11303502441239, 9.122157181593984, 9.131288470064048, 9.14042889896301, 9.149578477440452, 9.158737214655106, 9.16790511977488, 9.177082201976857, 9.186268470447304, 9.195463934381687, 9.204668602984672, 9.213882485470142, 9.223105591061204, 9.232337928990194, 9.241579508498694, 9.250830338837531, 9.260090429266798, 9.269359789055853, 9.278638427483337, 9.287926353837173]","[13, 2, 0, 0, 0, 12, 22, 23, 3, 5, 1, 4, 1, 1, 4, 4, 4, 4, 3, 3, 0, 1, 1, 3, 0, 1, 0, 2, 4, 3, 1, 4, 1, 0, 0, 0, 2, 0, 3, 7, 0, 2, 2, 0, 3, 4, 1, 0, 4, 4, 2, 4, 5, 5, 3, 3, 5, 2, 0, 5, 4, 4, 6, 3, 0, 4, 2, 0, 0, 3, 0, 3, 2, 0, 4, 5, 4, 2, 3, 4, 2, 4, 4, 2, 2, 3, 4, 1, 2, 5, 5, 5, 4, 3, 0, 1, 4, 0, 7, 1, 0, 5, 6, 0, 0, 4, 4, 5, 0, 5, 5, 3, 4, 2, 2, 5, 1, 0, 0, 2, 3, 4, 1, 3, 0, 5, 1, 0, 3, 4, 0, 6, 0, 0, 0, 3, 2, 2, 2, 4, 5, 4, 2, 0, 0, 5, 0, 5, 0, 4, 1, 3, 5, 6, 0, 6, 7, 0, 1, 1, 0, 6, 2, 0, 4, 0, 3, 4, 3, 5, 1, 4, 0, 5, 4, 5, 4, 0, 1, 0, 5, 3, 7, 2, 0, 8, 4, 0, 2, 3, 0, 7, 6, 0, 5, 5, 4, 3, 0, 5, 2, 2, 0, 2, 0, 0, 4, 5, 0, 4, 3, 2, 7, 1, 0, 5, 2, 0, 1, 3, 0, 1, 0, 0, 2, 5, 5, 5, 1, 0, 1, 0, 1, 0, 5, 2, 3, 1, 3, 1, 2, 3, 5, 0, 0, 3, 6, 0, 0, 2, 0, 1, 0, 0, 3, 5, 1, 0, 5, 1, 2, 1, 5, 2, 2, 0, 5, 1, 4, 2, 5, 1, 5, 5, 0, 8, 2, 0, 2, 0, 0, 4, 1, 0]","{'latency': 330499826, 'energy': 36788265.0, 'area': 20377500.0, 'power': 0.22213000000000005, 'cnt_pes': 48, 'l1_mem': 54, 'l2_mem': 978, 'edp': 1.215851518134189e+16}",498,0.42979397473190856
1,"[0.5        0.002      1.         1.         1.         0.04166667
 0.08333333 0.91666667 0.66666667 0.83333333 0.33333333 1.
 0.83333333 0.33333333 0.83333333 0.83333333 1.         0.83333333
 0.66666667 0.66666667 1.         0.33333333 0.33333333 0.66666667
 0.16666667 0.33333333 0.16666667 0.5        0.83333333 0.66666667
 0.33333333 0.83333333 1.         0.33333333 1.         0.015625
 0.0625     1.         0.02702703 1.         1.         0.01351351
 0.01351351 1.         0.66666667 0.83333333 0.33333333 0.16666667
 0.83333333 0.83333333 0.5        0.83333333 1.         1.
 0.66666667 0.66666667 1.         0.5        0.16666667 1.
 0.83333333 0.83333333 1.         0.125      1.         0.25
 0.0625     1.         0.0045045  0.02702703 1.         0.02702703
 0.01351351 1.         0.83333333 1.         0.83333333 0.5
 0.66666667 0.83333333 0.5        0.83333333 0.83333333 0.5
 0.5        0.66666667 0.83333333 0.33333333 0.5        1.
 1.         1.         0.25       0.125      1.         0.015625
 0.125      1.         1.         0.01818182 1.         0.2
 0.5        1.         0.16666667 0.83333333 0.83333333 1.
 0.16666667 1.         1.         0.66666667 0.83333333 0.5
 0.5        1.         0.33333333 0.16666667 0.16666667 0.5
 0.66666667 0.83333333 0.015625   0.0625     1.         0.25
 0.015625   1.         0.09090909 0.1        1.         0.5
 0.00909091 1.         0.16666667 0.66666667 0.5        0.5
 0.5        0.83333333 1.         0.83333333 0.5        0.16666667
 0.16666667 1.         0.16666667 1.         0.16666667 0.83333333
 0.33333333 0.66666667 0.25       0.5        1.         0.25
 0.5        1.         0.03703704 0.03703704 1.         0.5
 0.05555556 1.         0.83333333 0.16666667 0.66666667 0.83333333
 0.66666667 1.         0.33333333 0.83333333 0.16666667 1.
 0.83333333 1.         0.83333333 0.16666667 0.33333333 0.16666667
 1.         0.66666667 0.5        0.015625   1.         1.
 0.0625     1.         0.05555556 0.11111111 1.         1.
 0.5        1.         1.         1.         0.83333333 0.66666667
 0.16666667 1.         0.5        0.5        0.16666667 0.5
 0.16666667 0.16666667 0.83333333 1.         0.16666667 0.83333333
 0.66666667 0.5        0.5        0.0078125  1.         0.0625
 0.0078125  1.         0.07692308 1.         1.         0.07692308
 0.03846154 1.         0.5        1.         1.         1.
 0.33333333 0.16666667 0.33333333 0.16666667 0.33333333 0.16666667
 1.         0.5        0.66666667 0.33333333 0.66666667 0.33333333
 0.5        0.66666667 0.0625     0.00195312 1.         0.015625
 0.125      1.         0.03846154 0.5        1.         0.07692308
 0.03846154 1.         0.66666667 1.         0.33333333 0.16666667
 1.         0.33333333 0.5        0.33333333 1.         0.5
 0.5        0.16666667 1.         0.33333333 0.83333333 0.5
 1.         0.33333333 0.0625     0.0625     1.         0.5
 0.0078125  1.         0.25       0.08333333 1.         0.5
 0.16666667 1.        ]",0.45668008794983966,"[0.34406876133120057, 0.3444131745057063, 0.34475793243814445, 0.3451030354736181, 0.34544848395757566, 0.3457942782358115, 0.34614041865446593, 0.346486905560026, 0.3468337392993253, 0.3471809202195449, 0.3475284486682131, 0.3478763249932063, 0.34822454954274906, 0.34857312266541446, 0.34892204471012456, 0.3492713160261507, 0.3496209369631138, 0.3499709078709848, 0.35032122910008484, 0.3506719010010859, 0.35102292392501094, 0.3513742982232342, 0.3517260242474817, 0.3520781023498315, 0.3524305328827142, 0.3527833161989131, 0.3531364526515647, 0.35348994259415883, 0.35384378638053937, 0.3541979843649043, 0.3545525369018061, 0.35490744434615223, 0.35526270705320545, 0.355618325378584, 0.3559742996782623, 0.3563306303085708, 0.356687317626197, 0.3570443619881852, 0.3574017637519371, 0.3577595232752123, 0.35811764091612847, 0.3584761170331616, 0.35883495198514676, 0.35919414613127804, 0.35955369983110913, 0.3599136134445537, 0.3602738873318856, 0.36063452185373934, 0.36099551737111046, 0.36135687424535584, 0.361718592838194, 0.36208067351170575, 0.36244311662833406, 0.36280592255088495, 0.3631690916425275, 0.3635326242667943, 0.3638965207875819, 0.36426078156915104, 0.36462540697612716, 0.36499039737350064, 0.36535575312662727, 0.3657214746012285, 0.3660875621633919, 0.36645401617957146, 0.3668208370165881, 0.36718802504162973, 0.36755558062225197, 0.36792350412637836, 0.36829179592230066, 0.36866045637867934, 0.36902948586454387, 0.36939888474929317, 0.3697686534026959, 0.37013879219489076, 0.37050930149638717, 0.37088018167806525, 0.3712514331111764, 0.37162305616734376, 0.3719950512185623, 0.3723674186371995, 0.37274015879599554, 0.3731132720680636, 0.3734867588268905, 0.3738606194463368, 0.37423485430063747, 0.37460946376440185, 0.37498444821261445, 0.37535980802063507, 0.37573554356419925, 0.3761116552194187, 0.37648814336278147, 0.3768650083711526, 0.3772422506217744, 0.3776198704922667, 0.3779978683606273, 0.37837624460523256, 0.3787549996048374, 0.37913413373857596, 0.37951364738596194, 0.3798935409268888, 0.38027381474163047, 0.3806544692108413, 0.38103550471555686, 0.38141692163719404, 0.3817987203575516, 0.3821809012588104, 0.3825634647235339, 0.3829464111346686, 0.38332974087554417, 0.383713454329874, 0.38409755188175576, 0.38448203391567143, 0.3848669008164879, 0.38525215296945736, 0.3856377907602176, 0.3860238145747924, 0.386410224799592, 0.3867970218214134, 0.38718420602744086, 0.3875717778052461, 0.3879597375427889, 0.3883480856284173, 0.3887368224508682, 0.3891259483992675, 0.38951546386313063, 0.389905369232363, 0.39029566489726025, 0.39068635124850876, 0.3910774286771859, 0.39146889757476067, 0.39186075833309375, 0.3922530113444382, 0.3926456570014396, 0.39303869569713673, 0.3934321278249617, 0.3938259537787404, 0.3942201739526931, 0.3946147887414345, 0.3950097985399745, 0.3954052037437182, 0.39580100474846663, 0.3961972019504171, 0.3965937957461632, 0.3969907865326959, 0.39738817470740334, 0.3977859606680714, 0.39818414481288433, 0.39858272754042473, 0.3989817092496744, 0.3993810903400144, 0.39978087121122563, 0.4001810522634891, 0.4005816338973865, 0.4009826165139004, 0.4013840005144148, 0.40178578630071554, 0.40218797427499053, 0.40259056483983036, 0.4029935583982286, 0.40339695535358217, 0.40380075610969185, 0.4042049610707626, 0.404609570641404, 0.40501458522663064, 0.4054200052318625, 0.4058258310629254, 0.4062320631260515, 0.40663870182787937, 0.4070457475754548, 0.40745320077623104, 0.4078610618380691, 0.4082693311692383, 0.40867800917841673, 0.4090870962746914, 0.40949659286755896, 0.4099064993669259, 0.410316816183109, 0.41072754372683584, 0.41113868240924506, 0.41155023264188695, 0.4119621948367237, 0.4123745694061298, 0.4127873567628927, 0.4132005573202129, 0.4136141714917046, 0.414028199691396, 0.41444264233372974, 0.4148574998335633, 0.41527277260616946, 0.41568846106723667, 0.4161045656328695, 0.4165210867195891, 0.41693802474433345, 0.4173553801244579, 0.4177731532777356, 0.41819134462235796, 0.4186099545769349, 0.4190289835604954, 0.4194484319924879, 0.41986830029278066, 0.4202885888816623, 0.42070929817984215, 0.4211304286084506, 0.42155198058903964, 0.4219739545435832, 0.4223963508944777, 0.4228191700645422, 0.42324241247701927, 0.42366607855557487, 0.42409016872429917, 0.42451468340770687, 0.4249396230307376, 0.4253649880187564, 0.42579077879755395, 0.4262169957933473, 0.4266436394327801, 0.427070710142923, 0.4274982083512743, 0.42792613448576006, 0.42835448897473477, 0.42878327224698176, 0.4292124847317135, 0.42964212685857206, 0.43007219905762967, 0.43050270175938904, 0.4309336353947838, 0.431365000395179, 0.43179679719237135, 0.43222902621858994, 0.43266168790649645, 0.4330947826891856, 0.4335283110001858, 0.43396227327345926, 0.43439666994340265, 0.4348315014448475, 0.43526676821306054, 0.4357024706837443, 0.4361386092930373, 0.43657518447751487, 0.43701219667418906, 0.4374496463205096, 0.43788753385436396, 0.43832585971407806, 0.43876462433841645, 0.43920382816658304, 0.43964347163822126, 0.4400835551934147, 0.4405240792726874, 0.4409650443170044, 0.4414064507677722, 0.44184829906683903, 0.44229058965649554, 0.442733322979475, 0.44317649947895393, 0.44362011959855246, 0.4440641837823348, 0.4445086924748096, 0.4449536461209305, 0.44539904516609663, 0.4458448900561528, 0.4462911812373902, 0.44673791915654676, 0.44718510426080754, 0.44763273699780537, 0.448080817815621, 0.44852934716278375, 0.44897832548827205, 0.4494277532415136, 0.44987763087238597, 0.4503279588312172, 0.45077873756878595, 0.4512299675363223, 0.4516816491855078, 0.4521337829684763, 0.4525863693378141, 0.4530394087465607, 0.4534929016482089, 0.4539468484967056, 0.454401249746452, 0.45485610585230435, 0.4553114172695739, 0.4557671844540279, 0.4562234078618898, 0.45668008794983966]","[13, 2, 0, 0, 2, 0, 1, 21, 3, 4, 1, 5, 4, 1, 4, 4, 5, 4, 3, 3, 5, 1, 1, 3, 0, 1, 0, 2, 4, 3, 1, 4, 1, 0, 0, 0, 2, 0, 3, 7, 0, 2, 2, 0, 3, 4, 1, 0, 4, 4, 2, 4, 5, 5, 3, 3, 5, 2, 0, 5, 4, 4, 6, 3, 0, 4, 2, 0, 0, 3, 0, 3, 2, 0, 4, 5, 4, 2, 3, 4, 2, 4, 4, 2, 2, 3, 4, 1, 2, 5, 5, 5, 4, 3, 0, 1, 4, 0, 7, 1, 0, 5, 6, 0, 0, 4, 4, 5, 0, 5, 5, 3, 4, 2, 2, 5, 1, 0, 0, 2, 3, 4, 1, 3, 0, 5, 1, 0, 3, 4, 0, 6, 0, 0, 0, 3, 2, 2, 2, 4, 5, 4, 2, 0, 0, 5, 0, 5, 0, 4, 1, 3, 5, 6, 0, 6, 7, 0, 1, 1, 0, 6, 2, 0, 4, 0, 3, 4, 3, 5, 1, 4, 0, 5, 4, 5, 4, 0, 1, 0, 5, 3, 7, 2, 0, 8, 4, 0, 2, 3, 0, 7, 6, 0, 5, 5, 4, 3, 0, 5, 2, 2, 0, 2, 0, 0, 4, 5, 0, 4, 3, 2, 7, 1, 0, 5, 2, 0, 1, 3, 0, 1, 0, 0, 2, 5, 5, 5, 1, 0, 1, 0, 1, 0, 5, 2, 3, 1, 3, 1, 2, 3, 5, 0, 0, 3, 6, 0, 0, 2, 0, 1, 0, 0, 3, 5, 1, 0, 5, 1, 2, 1, 5, 2, 2, 0, 5, 1, 4, 2, 5, 1, 5, 5, 0, 8, 2, 0, 2, 0, 0, 4, 1, 0]","{'latency': 2325841308, 'energy': 22404355.0, 'area': 199347000.0, 'power': 2.586656153846154, 'cnt_pes': 352, 'l1_mem': 54, 'l2_mem': 870400, 'edp': 5.210897433809634e+16}",26,0.08956233384328853
