Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW Req (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width, Offchip BW Req (Elements/cycle),  L2 SRAM Size Req (Bytes), L1 SRAM Size Req (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
MobileNetV2,Bottleneck2_2_3,2720,173604,9997.52,41.6197,4.163e+06,1.65172e+10,106992,4,4.5625,4,1,4,69280,6,1,1,301056,2304,7.22713e+11,7225344,3324.66,56.304,239.016,103372,7225344, 301056, 301056, 301056, 24, 7225344, 1584, 1584, 2304, 4561.45, 7225344, 7225344, 75264, 802816, 1, 3, 4, 3, 8, 8, 8, 5425, 5425, 5425, 42, 24
MobileNetV2,Bottleneck3_1_1,2720,57809,13569.1,187.48,1.38167e+07,1.65172e+10,106999,6,6.42857,6,1,6,71424,6,1,1,75264,3456,7.98729e+11,10838016,3324.66,56.304,246.413,103372,10838016, 75264, 75264, 75264, 144, 10838016, 3456, 3456, 3456, 3136, 10838016, 10838016, 451584, 376320, 1, 2, 3, 2, 9, 9, 9, 4129, 4129, 4129, 192, 144
MobileNetV2,Bottleneck3_1_2,2720,30271,22431.9,111.186,4.9566e+06,1.65172e+10,107469,16,15.1667,16,1,16,77016,54,1,1,451584,1296,1.50041e+11,3365712,3324.66,506.736,265.705,103372,3365712, 461388, 461388, 451584, 7.29475, 3365712, 1296, 1296, 1296, 2597, 3365712, 3365712, 419904, 404496, 1, 6, 7, 6, 6, 6, 6, 1261, 1261, 1261, 36, 7.3125
MobileNetV2,Bottleneck3_1_3,2720,36450,8046.6,446.009,5.54283e+07,1.65172e+10,107048,8,8.58333,8,1,8,85560,6,1,1,112896,20736,2.02036e+12,16257024,3324.66,56.304,295.182,103372,16257024, 112896, 112896, 112896, 144, 16257024, 58752, 58752, 20736, 276.706, 16257024, 16257024, 112896, 317520, 1, 3, 6, 5, 9, 9, 9, 3037, 3037, 3037, 512, 85.2689
MobileNetV2,Bottleneck3_2_1,2720,36450,27859,446.009,1.60095e+07,1.65172e+10,107048,8,8.58333,8,1,8,85560,6,1,1,112896,20736,5.83548e+11,16257024,3324.66,56.304,295.182,103372,16257024, 112896, 112896, 112896, 144, 16257024, 58752, 58752, 20736, 276.706, 16257024, 16257024, 112896, 317520, 1, 3, 6, 5, 9, 9, 9, 3037, 3037, 3037, 512, 85.2689
MobileNetV2,Bottleneck3_2_2,2720,14196,27450.3,61.7143,2.24822e+06,1.65172e+10,107470,257,89.2692,257,1,257,77472,54,1,1,112896,1296,3.19157e+10,876096,3324.66,506.736,267.278,103372,876096, 314496, 314496, 112896, 2.78571, 876096, 1296, 1296, 1296, 676, 876096, 876096, 97344, 97344, 1, 4, 12, 4, 2, 2, 2, 136, 136, 136, 249.6, 3
MobileNetV2,Bottleneck3_2_3,2720,36450,4141.89,446.009,1.07683e+08,1.65172e+10,107048,8,8.58333,8,1,8,85560,6,1,1,112896,20736,3.92503e+12,16257024,3324.66,56.304,295.182,103372,16257024, 112896, 112896, 112896, 144, 16257024, 58752, 58752, 20736, 276.706, 16257024, 16257024, 112896, 317520, 1, 3, 6, 5, 9, 9, 9, 3037, 3037, 3037, 512, 85.2689
MobileNetV2,Bottleneck3_2_Residual,2720,2961,26644.1,38.1277,1.431e+06,1.65172e+10,107533,38,38,38,1,38,226080,6,1,1,112896,144,4.23719e+09,112896,3324.66,56.304,779.976,103372,112896, 112896, 112896, 112896, 1, 112896, 144, 144, 144, 784, 112896, 112896, 112896, 112896, 1, 18, 19, 18, 18, 18, 18, 1471, 1471, 1471, 38.4, 1
MobileNetV2,Bottleneck3_3_1,2720,36450,2883.94,446.009,1.54653e+08,1.65172e+10,107048,8,8.58333,8,1,8,85560,6,1,1,112896,20736,5.63709e+12,16257024,3324.66,56.304,295.182,103372,16257024, 112896, 112896, 112896, 144, 16257024, 58752, 58752, 20736, 276.706, 16257024, 16257024, 112896, 317520, 1, 3, 6, 5, 9, 9, 9, 3037, 3037, 3037, 512, 85.2689
MobileNetV2,Bottleneck3_3_2,2720,14196,27450.3,61.7143,2.24822e+06,1.65172e+10,107470,257,89.2692,257,1,257,77472,54,1,1,112896,1296,3.19157e+10,876096,3324.66,506.736,267.278,103372,876096, 314496, 314496, 112896, 2.78571, 876096, 1296, 1296, 1296, 676, 876096, 876096, 97344, 97344, 1, 4, 12, 4, 2, 2, 2, 136, 136, 136, 249.6, 3
MobileNetV2,Bottleneck3_3_3,2720,342217,6347.85,10.5567,1.66303e+06,1.65172e+10,106755,2,2.63804,2,1,2,704,6,1,1,112896,4608,5.69117e+11,3612672,3324.66,56.304,2.4288,103372,3612672, 112896, 112896, 112896, 32, 3612672, 4608, 4608, 4608, 784, 3612672, 3612672, 25088, 903168, 1, 1, 1, 1, 1, 1, 1, 97, 97, 97, 16, 32
MobileNetV2,Bottleneck4_1_1,2720,43466,10406.6,110.82,1.06489e+07,1.65172e+10,107688,24,24.125,24,1,24,271232,6,1,1,25088,6144,4.62867e+11,4816896,3324.66,56.304,935.75,103372,4816896, 25088, 25088, 25088, 192, 4816896, 6144, 6144, 6144, 784, 4816896, 4816896, 150528, 1053696, 1, 2, 2, 2, 42, 42, 42, 5433, 5433, 5433, 112, 154.23
MobileNetV2,Bottleneck4_1_2,2720,21195,9350.53,50.9554,5.44947e+06,1.65172e+10,107288,8,7.95833,8,1,8,24608,54,1,1,150528,1728,1.15501e+11,1080000,3324.66,506.736,84.8976,103372,1080000, 166800, 166800, 150528, 6.47482, 1080000, 3312, 3312, 1728, 326.087, 1080000, 1080000, 129792, 120000, 1, 3, 3, 3, 2, 2, 2, 883, 883, 883, 16, 6.58784
MobileNetV2,Bottleneck4_1_3,2720,93218,3304.65,77.5102,2.34549e+07,1.65172e+10,106841,2,2.25,2,1,2,25680,6,1,1,37632,36864,2.18642e+12,7225344,3324.66,56.304,88.596,103372,7225344, 37632, 37632, 37632, 192, 7225344, 28800, 28800, 36864, 250.88, 7225344, 7225344, 37632, 225792, 1, 1, 2, 1, 3, 3, 3, 2913, 2913, 2913, 84, 192
MobileNetV2,Bottleneck4_2_1,2720,93218,12762.8,77.5102,6.07312e+06,1.65172e+10,106841,2,2.25,2,1,2,25680,6,1,1,37632,36864,5.66124e+11,7225344,3324.66,56.304,88.596,103372,7225344, 37632, 37632, 37632, 192, 7225344, 28800, 28800, 36864, 250.88, 7225344, 7225344, 37632, 225792, 1, 1, 2, 1, 3, 3, 3, 2913, 2913, 2913, 84, 192
MobileNetV2,Bottleneck4_2_2,2720,25928,11648.4,9.59704,823890,1.65172e+10,107319,1,1.25,1,1,1,33504,54,1,1,37632,1728,2.13618e+10,248832,3324.66,506.736,115.589,103372,248832, 37632, 37632, 37632, 6.61224, 248832, 1728, 1728, 1728, 144, 248832, 248832, 27648, 27648, 1, 4, 4, 4, 3, 3, 3, 6481, 6481, 6481, 9.6, 6.32195
MobileNetV2,Bottleneck4_2_3,2720,93218,1969.48,77.5102,3.93558e+07,1.65172e+10,106841,2,2.25,2,1,2,25680,6,1,1,37632,36864,3.66866e+12,7225344,3324.66,56.304,88.596,103372,7225344, 37632, 37632, 37632, 192, 7225344, 28800, 28800, 36864, 250.88, 7225344, 7225344, 37632, 225792, 1, 1, 2, 1, 3, 3, 3, 2913, 2913, 2913, 84, 192
MobileNetV2,Bottleneck4_2_Residual,2720,697,11656,53.9914,4.63208e+06,1.65172e+10,106774,54,54.0417,54,1,54,6288,6,1,1,37632,192,3.22856e+09,37632,3324.66,56.304,21.6936,103372,37632, 32480, 32480, 37632, 1.15862, 37632, 192, 192, 192, 196, 37632, 37632, 37632, 37632, 1, 1, 1, 1, 1, 1, 1, 29, 29, 29, 56, 1.15976
MobileNetV2,Bottleneck4_3_1,2720,93218,1640.46,77.5102,4.7249e+07,1.65172e+10,106841,2,2.25,2,1,2,25680,6,1,1,37632,36864,4.40446e+12,7225344,3324.66,56.304,88.596,103372,7225344, 37632, 37632, 37632, 192, 7225344, 28800, 28800, 36864, 250.88, 7225344, 7225344, 37632, 225792, 1, 1, 2, 1, 3, 3, 3, 2913, 2913, 2913, 84, 192
MobileNetV2,Bottleneck4_3_2,2720,25928,11648.4,9.59704,823890,1.65172e+10,107319,1,1.25,1,1,1,33504,54,1,1,37632,1728,2.13618e+10,248832,3324.66,506.736,115.589,103372,248832, 37632, 37632, 37632, 6.61224, 248832, 1728, 1728, 1728, 144, 248832, 248832, 27648, 27648, 1, 4, 4, 4, 3, 3, 3, 6481, 6481, 6481, 9.6, 6.32195
MobileNetV2,Bottleneck4_3_3,2720,93218,1969.48,77.5102,3.93558e+07,1.65172e+10,106841,2,2.25,2,1,2,25680,6,1,1,37632,36864,3.66866e+12,7225344,3324.66,56.304,88.596,103372,7225344, 37632, 37632, 37632, 192, 7225344, 28800, 28800, 36864, 250.88, 7225344, 7225344, 37632, 225792, 1, 1, 2, 1, 3, 3, 3, 2913, 2913, 2913, 84, 192
MobileNetV2,Bottleneck4_3_Residual,2720,697,11656,53.9914,4.63208e+06,1.65172e+10,106774,54,54.0417,54,1,54,6288,6,1,1,37632,192,3.22856e+09,37632,3324.66,56.304,21.6936,103372,37632, 32480, 32480, 37632, 1.15862, 37632, 192, 192, 192, 196, 37632, 37632, 37632, 37632, 1, 1, 1, 1, 1, 1, 1, 29, 29, 29, 56, 1.15976
MobileNetV2,Bottleneck4_4_1,2720,93218,1640.46,77.5102,4.7249e+07,1.65172e+10,106841,2,2.25,2,1,2,25680,6,1,1,37632,36864,4.40446e+12,7225344,3324.66,56.304,88.596,103372,7225344, 37632, 37632, 37632, 192, 7225344, 28800, 28800, 36864, 250.88, 7225344, 7225344, 37632, 225792, 1, 1, 2, 1, 3, 3, 3, 2913, 2913, 2913, 84, 192
MobileNetV2,Bottleneck4_4_2,2720,25928,11648.4,9.59704,823890,1.65172e+10,107319,1,1.25,1,1,1,33504,54,1,1,37632,1728,2.13618e+10,248832,3324.66,506.736,115.589,103372,248832, 37632, 37632, 37632, 6.61224, 248832, 1728, 1728, 1728, 144, 248832, 248832, 27648, 27648, 1, 4, 4, 4, 3, 3, 3, 6481, 6481, 6481, 9.6, 6.32195
MobileNetV2,Bottleneck4_4_3,2720,376489,1768.4,6.39713,3.61746e+06,1.65172e+10,106766,0,0.416667,0,1,0,3840,6,1,1,37632,12288,1.36193e+12,2408448,3324.66,56.304,13.248,103372,2408448, 37632, 37632, 37632, 64, 2408448, 119296, 119296, 12288, 20.1888, 2408448, 2408448, 12544, 112896, 1, 1, 1, 1, 1, 1, 1, 2241, 2241, 2241, 8, 14.4516
MobileNetV2,Bottleneck5_1_1,2720,13465,4515.1,357.735,7.92307e+07,1.65172e+10,106851,16,6.61905,16,1,16,28608,6,1,1,12544,24576,1.06684e+12,4816896,3324.66,56.304,98.6976,103372,4816896, 34048, 34048, 12544, 141.474, 4816896, 24576, 24576, 24576, 196, 4816896, 4816896, 75264, 75264, 1, 1, 4, 1, 1, 2, 1, 641, 641, 641, 448, 136
MobileNetV2,Bottleneck5_1_2,2720,20785,8290.01,23.9434,2.88823e+06,1.65172e+10,107225,4,2.77083,4,1,4,6480,54,1,1,75264,3456,6.00318e+10,497664,3324.66,506.736,22.356,103372,497664, 54656, 54656, 75264, 9.10539, 497664, 3456, 3456, 3456, 144, 497664, 497664, 55296, 55296, 1, 1, 1, 1, 1, 1, 1, 433, 433, 433, 24, 8.69799
MobileNetV2,Bottleneck5_1_3,2720,216905,2859.34,133.244,4.65998e+07,1.65172e+10,108549,1,1,1,1,1,520704,6,1,1,75264,147456,1.01077e+13,28901376,3324.66,56.304,1796.43,103372,28901376, 75264, 75264, 75264, 384, 28901376, 147456, 147456, 147456, 196, 28901376, 28901376, 75264, 37632, 1, 72, 72, 72, 12, 12, 12, 216833, 216833, 216833, 134.4, 129.766
MobileNetV2,Bottleneck5_2_1,2720,216905,46823.7,133.244,2.84566e+06,1.65172e+10,108549,1,1,1,1,1,520704,6,1,1,75264,147456,6.17238e+11,28901376,3324.66,56.304,1796.43,103372,28901376, 75264, 75264, 75264, 384, 28901376, 147456, 147456, 147456, 196, 28901376, 28901376, 75264, 37632, 1, 72, 72, 72, 12, 12, 12, 216833, 216833, 216833, 134.4, 129.766
MobileNetV2,Bottleneck5_2_2,2720,20785,45578.4,23.9434,525324,1.65172e+10,107225,4,2.77083,4,1,4,6480,54,1,1,75264,3456,1.09189e+10,497664,3324.66,506.736,22.356,103372,497664, 54656, 54656, 75264, 9.10539, 497664, 3456, 3456, 3456, 144, 497664, 497664, 55296, 55296, 1, 1, 1, 1, 1, 1, 1, 433, 433, 433, 24, 8.69799
MobileNetV2,Bottleneck5_2_3,2720,53892,1792.62,134.071,7.47905e+07,1.65172e+10,107042,2,1.5,2,1,2,83904,6,1,1,75264,36864,4.03061e+12,7225344,3324.66,56.304,289.469,103372,7225344, 75264, 75264, 75264, 96, 7225344, 27648, 27648, 36864, 261.333, 7225344, 7225344, 18816, 18816, 1, 6, 12, 8, 2, 2, 2, 13470, 13470, 13470, 134.4, 96
MobileNetV2,Bottleneck6_1_1,2720,37650,13516.3,287.862,2.12974e+07,1.65172e+10,107140,12,8.66667,12,1,12,112352,6,1,1,18816,55296,8.01848e+11,10838016,3324.66,56.304,387.614,103372,10838016, 34496, 34496, 18816, 314.182, 10838016, 92160, 92160, 55296, 117.6, 10838016, 10838016, 112896, 338688, 1, 1, 6, 3, 6, 13, 9, 3137, 3137, 3137, 336, 79.0198
MobileNetV2,Bottleneck6_1_2,2720,3720,18322.6,50.1677,2.73803e+06,1.65172e+10,107362,75,63.25,75,1,75,46080,54,1,1,112896,5184,1.01855e+10,186624,3324.66,506.736,158.976,103372,186624, 181440, 181440, 112896, 1.02857, 186624, 18144, 18144, 5184, 10.2857, 186624, 186624, 82944, 38016, 1, 4, 7, 5, 2, 2, 2, 262, 262, 262, 69.5172, 0.782609
MobileNetV2,Bottleneck6_1_3,2720,52671,15899.2,308.652,1.94131e+07,1.65172e+10,106844,44,44,44,1,44,26384,6,1,1,28224,331776,1.02251e+12,16257024,3324.66,56.304,91.0248,103372,16257024, 28224, 28224, 28224, 576, 16257024, 2267136, 2267136, 331776, 7.17073, 16257024, 16257024, 28224, 973728, 1, 1, 3, 2, 2, 2, 2, 209, 209, 209, 336, 6.91595
MobileNetV2,Bottleneck6_2_1,2720,52671,41547.4,308.652,7.42892e+06,1.65172e+10,106844,44,44,44,1,44,26384,6,1,1,28224,331776,3.91289e+11,16257024,3324.66,56.304,91.0248,103372,16257024, 28224, 28224, 28224, 576, 16257024, 2267136, 2267136, 331776, 7.17073, 16257024, 16257024, 28224, 973728, 1, 1, 3, 2, 2, 2, 2, 209, 209, 209, 336, 6.91595
MobileNetV2,Bottleneck6_2_2,2720,2710,26370,47.8229,1.81353e+06,1.65172e+10,107295,24,13,24,1,24,26688,54,1,1,28224,5184,4.91467e+09,129600,3324.66,506.736,92.0736,103372,129600, 30240, 30240, 28224, 4.28571, 129600, 5184, 5184, 5184, 25, 129600, 129600, 14400, 14400, 1, 2, 4, 2, 1, 1, 1, 451, 451, 451, 48, 4.41176
MobileNetV2,Bottleneck6_2_3,2720,52671,15747.6,308.652,1.96e+07,1.65172e+10,106844,44,44,44,1,44,26384,6,1,1,28224,331776,1.03235e+12,16257024,3324.66,56.304,91.0248,103372,16257024, 28224, 28224, 28224, 576, 16257024, 2267136, 2267136, 331776, 7.17073, 16257024, 16257024, 28224, 973728, 1, 1, 3, 2, 2, 2, 2, 209, 209, 209, 336, 6.91595
MobileNetV2,Bottleneck6_2_Residual,2720,3193,26381.1,8.83934,335063,1.65172e+10,106760,10,9,10,1,10,2160,6,1,1,28224,576,1.06986e+09,28224,3324.66,56.304,7.452,103372,28224, 28224, 28224, 28224, 1, 28224, 576, 576, 576, 49, 28224, 28224, 28224, 28224, 1, 1, 1, 1, 1, 1, 1, 57, 57, 57, 9, 1
MobileNetV2,Bottleneck6_3_1,2720,52671,15588.3,308.652,1.98002e+07,1.65172e+10,106844,44,44,44,1,44,26384,6,1,1,28224,331776,1.0429e+12,16257024,3324.66,56.304,91.0248,103372,16257024, 28224, 28224, 28224, 576, 16257024, 2267136, 2267136, 331776, 7.17073, 16257024, 16257024, 28224, 973728, 1, 1, 3, 2, 2, 2, 2, 209, 209, 209, 336, 6.91595
MobileNetV2,Bottleneck6_3_2,2720,2710,26370,47.8229,1.81353e+06,1.65172e+10,107295,24,13,24,1,24,26688,54,1,1,28224,5184,4.91467e+09,129600,3324.66,506.736,92.0736,103372,129600, 30240, 30240, 28224, 4.28571, 129600, 5184, 5184, 5184, 25, 129600, 129600, 14400, 14400, 1, 2, 4, 2, 1, 1, 1, 451, 451, 451, 48, 4.41176
MobileNetV2,Bottleneck6_3_3,2720,120976,1320.06,37.3284,2.82778e+07,1.65172e+10,107070,0,0.333333,0,1,0,92016,6,1,1,28224,92160,3.42093e+12,4515840,3324.66,56.304,317.455,103372,4515840, 28224, 28224, 28224, 160, 4515840, 92160, 92160, 92160, 49, 4515840, 4515840, 7840, 17640, 1, 13, 13, 13, 2, 2, 2, 40321, 40321, 40321, 56, 37.512
MobileNetV2,Bottleneck7_1_1,2720,3660,8602.86,2056.39,2.39036e+08,1.65172e+10,108180,44,44,44,1,44,413824,6,1,1,7840,153600,8.74872e+11,7526400,3324.66,56.304,1427.69,103372,7526400, 7840, 7840, 7840, 960, 7526400, 153600, 153600, 153600, 49, 7526400, 7526400, 47040, 45472, 1, 52, 52, 52, 15, 15, 15, 3608, 3608, 3608, 2100, 46.6204
MobileNetV2,Bottleneck7_1_2,2720,21609,12274.6,9.99584,814353,1.65172e+10,107386,2,2.33333,2,1,2,53120,54,1,1,47040,8640,1.75974e+10,216000,3324.66,506.736,183.264,103372,216000, 47040, 47040, 47040, 4.59184, 216000, 8640, 8640, 8640, 25, 216000, 216000, 24000, 24000, 1, 6, 6, 6, 3, 3, 3, 7201, 7201, 7201, 10, 3.87931
MobileNetV2,Bottleneck7_1_3,2720,269437,11758.1,55.8676,4.75142e+06,1.65172e+10,106912,8,7.73333,8,1,8,46336,6,1,1,47040,307200,1.28021e+12,15052800,3324.66,56.304,159.859,103372,15052800, 47040, 47040, 47040, 320, 15052800, 2027520, 2027520, 307200, 7.42424, 15052800, 15052800, 15680, 235200, 1, 1, 7, 6, 1, 1, 1, 2566, 2566, 2566, 56, 6.85015
MobileNetV2,CONV2D_2,2720,56025,31817.6,358.24,1.12592e+07,1.65172e+10,107355,17,17.3125,17,1,17,174680,6,1,1,15680,409600,6.30795e+11,20070400,3324.66,56.304,602.646,103372,20070400, 15680, 15680, 15680, 1280, 20070400, 397600, 397600, 409600, 50.4789, 20070400, 20070400, 62720, 972160, 1, 9, 9, 9, 20, 20, 20, 3501, 3501, 3501, 448, 48.6579
MobileNetV2,CONV2D_3,2720,1014300,568643,61.8357,108743,1.65182e+10,139317,344,333.067,344,1,344,8655496,294,1,1,62720,62720000,1.10298e+11,62720000,3324.66,2758.9,29861.5,103372,62720000, 62720, 62720, 62720, 1000, 62720000, 62720000, 62720000, 62720000, 1, 62720000, 62720000, 1000, 1000, 1, 960, 1380, 1334, 1, 1, 1, 12563, 12563, 12563, 333.333, 1
