Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW Req (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width, Offchip BW Req (Elements/cycle),  L2 SRAM Size Req (Bytes), L1 SRAM Size Req (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
MobileNetV2,Bottleneck2_2_3,3072,32315,6800.24,223.591,3.28799e+07,1.92046e+10,121091,13,9.35714,13,1,13,17152,6,1,1,301056,2304,1.06251e+12,7225344,3754.91,63.5904,59.1744,117213,7225344, 301056, 301056, 301056, 24, 7225344, 2304, 2304, 2304, 3136, 7225344, 7225344, 75264, 50176, 1, 2, 3, 2, 1, 1, 1, 577, 577, 577, 252, 24
MobileNetV2,Bottleneck3_1_1,3072,40601,20955.9,266.94,1.27382e+07,1.92046e+10,121092,49,44.4429,49,1,49,17408,6,1,1,75264,3456,5.17183e+11,10838016,3754.91,63.5904,60.0576,117213,10838016, 370944, 370944, 75264, 29.2174, 10838016, 3456, 3456, 3456, 3136, 10838016, 10838016, 451584, 1806336, 1, 1, 1, 1, 2, 3, 2, 145, 145, 145, 403.2, 32
MobileNetV2,Bottleneck3_1_2,3072,31780,22149.8,88.6157,4.00075e+06,1.92046e+10,121991,18,14.4286,18,1,18,130464,54,1,1,451584,1296,1.27144e+11,2816208,3754.91,572.314,450.101,117213,2816208, 460368, 460368, 451584, 6.1173, 2816208, 1296, 1296, 1296, 2173, 2816208, 2816208, 419904, 312912, 1, 11, 14, 11, 5, 8, 7, 2269, 2269, 2269, 32, 4.25893
MobileNetV2,Bottleneck3_1_3,3072,35970,10222.6,451.961,4.42118e+07,1.92046e+10,121099,21,21.9297,21,1,21,19296,6,1,1,112896,20736,1.5903e+12,16257024,3754.91,63.5904,66.5712,117213,16257024, 112896, 112896, 112896, 144, 16257024, 292896, 292896, 20736, 55.5044, 16257024, 16257024, 112896, 790272, 1, 1, 2, 1, 2, 2, 2, 281, 281, 281, 672, 36.5596
MobileNetV2,Bottleneck3_2_1,3072,35970,30975.2,451.961,1.45911e+07,1.92046e+10,121099,21,21.9297,21,1,21,19296,6,1,1,112896,20736,5.24841e+11,16257024,3754.91,63.5904,66.5712,117213,16257024, 112896, 112896, 112896, 144, 16257024, 292896, 292896, 20736, 55.5044, 16257024, 16257024, 112896, 790272, 1, 1, 2, 1, 2, 2, 2, 281, 281, 281, 672, 36.5596
MobileNetV2,Bottleneck3_2_2,3072,60854,26715.2,14.3967,538896,1.92046e+10,121922,2,1.75,2,1,2,110448,54,1,1,112896,1296,3.2794e+10,876096,3754.91,572.314,381.046,117213,876096, 120960, 120960, 112896, 7.24286, 876096, 1944, 1944, 1296, 450.667, 876096, 876096, 97344, 97344, 1, 10, 10, 10, 8, 8, 8, 15211, 15211, 15211, 14.4, 7.09091
MobileNetV2,Bottleneck3_2_3,3072,35970,7093.08,451.961,6.37185e+07,1.92046e+10,121099,21,21.9297,21,1,21,19296,6,1,1,112896,20736,2.29195e+12,16257024,3754.91,63.5904,66.5712,117213,16257024, 112896, 112896, 112896, 144, 16257024, 292896, 292896, 20736, 55.5044, 16257024, 16257024, 112896, 790272, 1, 1, 2, 1, 2, 2, 2, 281, 281, 281, 672, 36.5596
MobileNetV2,Bottleneck3_2_Residual,3072,18865,26735.2,5.98442,223841,1.92046e+10,121064,6,5.97917,6,1,6,9420,6,1,1,112896,144,4.22275e+09,112896,3754.91,63.5904,32.499,117213,112896, 112896, 112896, 112896, 1, 112896, 282, 282, 144, 400.34, 112896, 112896, 112896, 112896, 1, 1, 1, 1, 1, 1, 1, 393, 393, 393, 6, 0.997455
MobileNetV2,Bottleneck3_3_1,3072,35970,5909.72,451.961,7.64775e+07,1.92046e+10,121099,21,21.9297,21,1,21,19296,6,1,1,112896,20736,2.75089e+12,16257024,3754.91,63.5904,66.5712,117213,16257024, 112896, 112896, 112896, 144, 16257024, 292896, 292896, 20736, 55.5044, 16257024, 16257024, 112896, 790272, 1, 1, 2, 1, 2, 2, 2, 281, 281, 281, 672, 36.5596
MobileNetV2,Bottleneck3_3_2,3072,60854,26715.2,14.3967,538896,1.92046e+10,121922,2,1.75,2,1,2,110448,54,1,1,112896,1296,3.2794e+10,876096,3754.91,572.314,381.046,117213,876096, 120960, 120960, 112896, 7.24286, 876096, 1944, 1944, 1296, 450.667, 876096, 876096, 97344, 97344, 1, 10, 10, 10, 8, 8, 8, 15211, 15211, 15211, 14.4, 7.09091
MobileNetV2,Bottleneck3_3_3,3072,7297,3266.56,495.09,1.51563e+08,1.92046e+10,121053,27,27.4766,27,1,27,6052,6,1,1,112896,4608,1.10596e+12,3612672,3754.91,63.5904,20.8794,117213,3612672, 112896, 112896, 112896, 32, 3612672, 4608, 4608, 4608, 784, 3612672, 3612672, 25088, 200704, 1, 1, 1, 1, 1, 1, 1, 57, 57, 57, 1008, 32
MobileNetV2,Bottleneck4_1_1,3072,84689,6218.67,56.8775,9.14625e+06,1.92046e+10,121124,1,0.857143,1,1,1,26624,6,1,1,25088,6144,7.74587e+11,4816896,3754.91,63.5904,91.8528,117213,4816896, 25088, 25088, 25088, 192, 4816896, 6144, 6144, 6144, 784, 4816896, 4816896, 150528, 75264, 1, 1, 3, 1, 2, 2, 2, 6049, 6049, 6049, 64, 192
MobileNetV2,Bottleneck4_1_2,3072,10600,9349.71,101.887,1.08973e+07,1.92046e+10,121880,16,15.8333,16,1,16,98432,54,1,1,150528,1728,1.15512e+11,1080000,3754.91,572.314,339.59,117213,1080000, 167040, 167040, 150528, 6.46552, 1080000, 2880, 2880, 1728, 375, 1080000, 1080000, 129792, 120000, 1, 9, 10, 9, 7, 7, 7, 1765, 1765, 1765, 32, 6.58784
MobileNetV2,Bottleneck4_1_3,3072,8652,2806.83,835.107,2.97527e+08,1.92046e+10,121140,81,19.6429,81,1,81,31296,6,1,1,37632,36864,2.5742e+12,7225344,3754.91,63.5904,107.971,117213,7225344, 37632, 37632, 37632, 192, 7225344, 34816, 34816, 36864, 207.529, 7225344, 7225344, 37632, 103488, 1, 1, 5, 1, 1, 1, 1, 161, 161, 161, 1344, 192
MobileNetV2,Bottleneck4_2_1,3072,8652,12267.4,835.107,6.80752e+07,1.92046e+10,121140,81,19.6429,81,1,81,31296,6,1,1,37632,36864,5.88987e+11,7225344,3754.91,63.5904,107.971,117213,7225344, 37632, 37632, 37632, 192, 7225344, 34816, 34816, 36864, 207.529, 7225344, 7225344, 37632, 103488, 1, 1, 5, 1, 1, 1, 1, 161, 161, 161, 1344, 192
MobileNetV2,Bottleneck4_2_2,3072,5210,11611.3,47.7605,4.11327e+06,1.92046e+10,121575,17,6.41667,17,1,17,10080,54,1,1,37632,1728,2.14301e+10,248832,3754.91,572.314,34.776,117213,248832, 28416, 28416, 37632, 8.75676, 248832, 1728, 1728, 1728, 144, 248832, 248832, 27648, 27648, 1, 1, 2, 1, 1, 1, 1, 217, 217, 217, 48, 10.8
MobileNetV2,Bottleneck4_2_3,3072,8652,1468.17,835.107,5.68809e+08,1.92046e+10,121140,81,19.6429,81,1,81,31296,6,1,1,37632,36864,4.92134e+12,7225344,3754.91,63.5904,107.971,117213,7225344, 37632, 37632, 37632, 192, 7225344, 34816, 34816, 36864, 207.529, 7225344, 7225344, 37632, 103488, 1, 1, 5, 1, 1, 1, 1, 161, 161, 161, 1344, 192
MobileNetV2,Bottleneck4_2_Residual,3072,609,11678.2,61.7931,5.29134e+06,1.92046e+10,121057,109,105.476,109,1,109,7296,6,1,1,37632,192,3.22242e+09,37632,3754.91,63.5904,25.1712,117213,37632, 37120, 37120, 37632, 1.01379, 37632, 192, 192, 192, 196, 37632, 37632, 37632, 37632, 1, 1, 1, 1, 1, 1, 1, 17, 17, 17, 112, 1
MobileNetV2,Bottleneck4_3_1,3072,8652,1144.51,835.107,7.29666e+08,1.92046e+10,121140,81,19.6429,81,1,81,31296,6,1,1,37632,36864,6.31307e+12,7225344,3754.91,63.5904,107.971,117213,7225344, 37632, 37632, 37632, 192, 7225344, 34816, 34816, 36864, 207.529, 7225344, 7225344, 37632, 103488, 1, 1, 5, 1, 1, 1, 1, 161, 161, 161, 1344, 192
MobileNetV2,Bottleneck4_3_2,3072,5210,11611.3,47.7605,4.11327e+06,1.92046e+10,121575,17,6.41667,17,1,17,10080,54,1,1,37632,1728,2.14301e+10,248832,3754.91,572.314,34.776,117213,248832, 28416, 28416, 37632, 8.75676, 248832, 1728, 1728, 1728, 144, 248832, 248832, 27648, 27648, 1, 1, 2, 1, 1, 1, 1, 217, 217, 217, 48, 10.8
MobileNetV2,Bottleneck4_3_3,3072,8652,1468.17,835.107,5.68809e+08,1.92046e+10,121140,81,19.6429,81,1,81,31296,6,1,1,37632,36864,4.92134e+12,7225344,3754.91,63.5904,107.971,117213,7225344, 37632, 37632, 37632, 192, 7225344, 34816, 34816, 36864, 207.529, 7225344, 7225344, 37632, 103488, 1, 1, 5, 1, 1, 1, 1, 161, 161, 161, 1344, 192
MobileNetV2,Bottleneck4_3_Residual,3072,609,11678.2,61.7931,5.29134e+06,1.92046e+10,121057,109,105.476,109,1,109,7296,6,1,1,37632,192,3.22242e+09,37632,3754.91,63.5904,25.1712,117213,37632, 37120, 37120, 37632, 1.01379, 37632, 192, 192, 192, 196, 37632, 37632, 37632, 37632, 1, 1, 1, 1, 1, 1, 1, 17, 17, 17, 112, 1
MobileNetV2,Bottleneck4_4_1,3072,8652,1144.51,835.107,7.29666e+08,1.92046e+10,121140,81,19.6429,81,1,81,31296,6,1,1,37632,36864,6.31307e+12,7225344,3754.91,63.5904,107.971,117213,7225344, 37632, 37632, 37632, 192, 7225344, 34816, 34816, 36864, 207.529, 7225344, 7225344, 37632, 103488, 1, 1, 5, 1, 1, 1, 1, 161, 161, 161, 1344, 192
MobileNetV2,Bottleneck4_4_2,3072,5210,11611.3,47.7605,4.11327e+06,1.92046e+10,121575,17,6.41667,17,1,17,10080,54,1,1,37632,1728,2.14301e+10,248832,3754.91,572.314,34.776,117213,248832, 28416, 28416, 37632, 8.75676, 248832, 1728, 1728, 1728, 144, 248832, 248832, 27648, 27648, 1, 1, 2, 1, 1, 1, 1, 217, 217, 217, 48, 10.8
MobileNetV2,Bottleneck4_4_3,3072,23054,1121.63,104.47,9.31408e+07,1.92046e+10,121104,3,3.16667,3,1,3,20864,6,1,1,37632,12288,2.14727e+12,2408448,3754.91,63.5904,71.9808,117213,2408448, 37632, 37632, 37632, 64, 2408448, 6656, 6656, 12288, 361.846, 2408448, 2408448, 12544, 75264, 1, 2, 2, 2, 2, 2, 2, 1921, 1921, 1921, 168, 55.0175
MobileNetV2,Bottleneck5_1_1,3072,10138,4701.68,475.133,1.01056e+08,1.92046e+10,121075,26,11.0357,26,1,26,12416,6,1,1,12544,24576,1.0245e+12,4816896,3754.91,63.5904,42.8352,117213,4816896, 87808, 87808, 12544, 54.8571, 4816896, 24576, 24576, 24576, 196, 4816896, 4816896, 75264, 75264, 1, 1, 2, 1, 1, 1, 1, 181, 181, 181, 512, 48
MobileNetV2,Bottleneck5_1_2,3072,41665,8398.99,11.9444,1.42212e+06,1.92046e+10,121548,3,1.88021,3,1,3,2136,54,1,1,75264,3456,5.92528e+10,497664,3754.91,572.314,7.3692,117213,497664, 75264, 75264, 75264, 6.61224, 497664, 3456, 3456, 3456, 144, 497664, 497664, 55296, 55296, 1, 1, 1, 1, 1, 1, 1, 217, 217, 217, 12, 7.71429
MobileNetV2,Bottleneck5_1_3,3072,35308,4209.6,818.55,1.94448e+08,1.92046e+10,121318,14,9.61111,14,1,14,82944,6,1,1,75264,147456,6.86558e+12,28901376,3754.91,63.5904,286.157,117213,28901376, 200704, 200704, 75264, 144, 28901376, 147456, 147456, 147456, 196, 28901376, 28901376, 75264, 225792, 1, 4, 10, 6, 4, 4, 4, 1961, 1961, 1961, 1024, 128
MobileNetV2,Bottleneck5_2_1,3072,35308,48214.5,818.55,1.69773e+07,1.92046e+10,121318,14,9.61111,14,1,14,82944,6,1,1,75264,147456,5.99433e+11,28901376,3754.91,63.5904,286.157,117213,28901376, 200704, 200704, 75264, 144, 28901376, 147456, 147456, 147456, 196, 28901376, 28901376, 75264, 225792, 1, 4, 10, 6, 4, 4, 4, 1961, 1961, 1961, 1024, 128
MobileNetV2,Bottleneck5_2_2,3072,41665,45715.1,11.9444,261280,1.92046e+10,121548,3,1.88021,3,1,3,2136,54,1,1,75264,3456,1.08862e+10,497664,3754.91,572.314,7.3692,117213,497664, 75264, 75264, 75264, 6.61224, 497664, 3456, 3456, 3456, 144, 497664, 497664, 55296, 55296, 1, 1, 1, 1, 1, 1, 1, 217, 217, 217, 12, 7.71429
MobileNetV2,Bottleneck5_2_3,3072,15819,1943.3,456.751,2.35038e+08,1.92046e+10,121157,21,6.7619,21,1,21,36224,6,1,1,75264,36864,3.71807e+12,7225344,3754.91,63.5904,124.973,117213,7225344, 75264, 75264, 75264, 96, 7225344, 32768, 32768, 36864, 220.5, 7225344, 7225344, 18816, 47040, 1, 2, 6, 2, 1, 1, 1, 753, 753, 753, 476, 96
MobileNetV2,Bottleneck6_1_1,3072,48275,13875.2,224.506,1.61803e+07,1.92046e+10,121117,9,7.32143,9,1,9,24576,6,1,1,18816,55296,7.81106e+11,10838016,3754.91,63.5904,84.7872,117213,10838016, 18816, 18816, 18816, 576, 10838016, 304128, 304128, 55296, 35.6364, 10838016, 10838016, 112896, 225792, 1, 1, 3, 2, 2, 2, 2, 862, 862, 862, 256, 28
MobileNetV2,Bottleneck6_1_2,3072,5850,18250.5,53.1692,2.9133e+06,1.92046e+10,121676,33,28.0833,33,1,33,39168,54,1,1,112896,5184,1.70428e+10,311040,3754.91,572.314,135.13,117213,311040, 146880, 146880, 112896, 2.11765, 311040, 18144, 18144, 5184, 17.1429, 311040, 311040, 82944, 38016, 1, 4, 6, 4, 2, 2, 2, 487, 487, 487, 48, 1.76471
MobileNetV2,Bottleneck6_1_3,3072,11503,4592.78,1413.29,3.07719e+08,1.92046e+10,121537,31,31.25,31,1,31,146448,6,1,1,28224,331776,3.53969e+12,16257024,3754.91,63.5904,505.246,117213,16257024, 28224, 28224, 28224, 576, 16257024, 331776, 331776, 331776, 49, 16257024, 16257024, 28224, 225792, 1, 15, 15, 15, 9, 9, 9, 1436, 1436, 1436, 1792, 45.1584
MobileNetV2,Bottleneck6_2_1,3072,11503,29314.2,1413.29,4.82116e+07,1.92046e+10,121537,31,31.25,31,1,31,146448,6,1,1,28224,331776,5.54578e+11,16257024,3754.91,63.5904,505.246,117213,16257024, 28224, 28224, 28224, 576, 16257024, 331776, 331776, 331776, 49, 16257024, 16257024, 28224, 225792, 1, 15, 15, 15, 9, 9, 9, 1436, 1436, 1436, 1792, 45.1584
MobileNetV2,Bottleneck6_2_2,3072,8108,25613.6,15.9842,624052,1.92046e+10,121596,4,4,4,1,4,15936,54,1,1,28224,5184,5.05981e+09,129600,3754.91,572.314,54.9792,117213,129600, 28224, 28224, 28224, 4.59184, 129600, 5184, 5184, 5184, 25, 129600, 129600, 14400, 14400, 1, 2, 2, 2, 1, 1, 1, 1351, 1351, 1351, 16, 3.87931
MobileNetV2,Bottleneck6_2_3,3072,11503,4261.49,1413.29,3.31641e+08,1.92046e+10,121537,31,31.25,31,1,31,146448,6,1,1,28224,331776,3.81487e+12,16257024,3754.91,63.5904,505.246,117213,16257024, 28224, 28224, 28224, 576, 16257024, 331776, 331776, 331776, 49, 16257024, 16257024, 28224, 225792, 1, 15, 15, 15, 9, 9, 9, 1436, 1436, 1436, 1792, 45.1584
MobileNetV2,Bottleneck6_2_Residual,3072,1775,25633.3,15.9008,620320,1.92046e+10,121425,16,16,16,1,16,114048,6,1,1,28224,576,1.10107e+09,28224,3754.91,63.5904,393.466,117213,28224, 28224, 28224, 28224, 1, 28224, 576, 576, 576, 49, 28224, 28224, 28224, 28224, 1, 10, 10, 10, 9, 9, 9, 1765, 1765, 1765, 16, 0.98
MobileNetV2,Bottleneck6_3_1,3072,11503,4103.02,1413.29,3.4445e+08,1.92046e+10,121537,31,31.25,31,1,31,146448,6,1,1,28224,331776,3.9622e+12,16257024,3754.91,63.5904,505.246,117213,16257024, 28224, 28224, 28224, 576, 16257024, 331776, 331776, 331776, 49, 16257024, 16257024, 28224, 225792, 1, 15, 15, 15, 9, 9, 9, 1436, 1436, 1436, 1792, 45.1584
MobileNetV2,Bottleneck6_3_2,3072,8108,25613.6,15.9842,624052,1.92046e+10,121596,4,4,4,1,4,15936,54,1,1,28224,5184,5.05981e+09,129600,3754.91,572.314,54.9792,117213,129600, 28224, 28224, 28224, 4.59184, 129600, 5184, 5184, 5184, 25, 129600, 129600, 14400, 14400, 1, 2, 2, 2, 1, 1, 1, 1351, 1351, 1351, 16, 3.87931
MobileNetV2,Bottleneck6_3_3,3072,54166,1244.81,83.3704,6.69746e+07,1.92046e+10,121488,2,1.5,2,1,2,132144,6,1,1,28224,92160,3.62775e+12,4515840,3754.91,63.5904,455.897,117213,4515840, 28224, 28224, 28224, 160, 4515840, 80640, 80640, 92160, 56, 4515840, 4515840, 7840, 11760, 1, 16, 20, 18, 2, 2, 2, 27073, 27073, 27073, 84, 46.3905
MobileNetV2,Bottleneck7_1_1,3072,27104,9595.41,277.686,2.89395e+07,1.92046e+10,121497,251,58.2857,251,1,251,134752,6,1,1,7840,153600,7.84375e+11,7526400,3754.91,63.5904,464.894,117213,7526400, 7840, 7840, 7840, 960, 7526400, 337920, 337920, 153600, 22.2727, 7526400, 7526400, 47040, 94080, 1, 1, 20, 4, 1, 2, 1, 247, 247, 247, 1120, 7
MobileNetV2,Bottleneck7_1_2,3072,2715,12403.3,79.558,6.41425e+06,1.92046e+10,121848,40,25.3333,40,1,40,88960,54,1,1,47040,8640,1.74147e+10,216000,3754.91,572.314,306.912,117213,216000, 60480, 60480, 47040, 3.57143, 216000, 8640, 8640, 8640, 25, 216000, 216000, 24000, 24000, 1, 6, 12, 8, 3, 3, 3, 901, 901, 901, 80, 4.41176
MobileNetV2,Bottleneck7_1_3,3072,226129,3715.22,66.5673,1.79175e+07,1.92046e+10,121526,1,1.33333,1,1,1,143168,6,1,1,47040,307200,4.05166e+12,15052800,3754.91,63.5904,493.93,117213,15052800, 47040, 47040, 47040, 320, 15052800, 307200, 307200, 307200, 49, 15052800, 15052800, 15680, 75264, 1, 19, 19, 19, 4, 4, 4, 37685, 37685, 37685, 66.6667, 42.4932
MobileNetV2,CONV2D_2,3072,45497,27244.5,441.137,1.61918e+07,1.92047e+10,124291,9,9,9,1,9,944640,6,1,1,15680,409600,7.36678e+11,20070400,3754.91,63.5904,3259.01,117213,20070400, 15680, 15680, 15680, 1280, 20070400, 409600, 409600, 409600, 49, 20070400, 20070400, 62720, 47040, 1, 136, 136, 136, 15, 15, 15, 45361, 45361, 45361, 448, 47.1934
MobileNetV2,CONV2D_3,3072,980980,568660,63.9361,112433,1.92073e+10,210730,80,80,80,1,80,25114688,294,1,1,62720,62720000,1.10294e+11,62720000,3754.91,3115.93,86645.7,117213,62720000, 62720, 62720, 62720, 1000, 62720000, 62720000, 62720000, 62720000, 1, 62720000, 62720000, 1000, 4000, 1, 4004, 4004, 4004, 1, 1, 1, 156909, 156909, 156909, 80, 0.999001
