Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW Req (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width, Offchip BW Req (Elements/cycle),  L2 SRAM Size Req (Bytes), L1 SRAM Size Req (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
MobileNetV2,Bottleneck3_2_1,3080,176457,26745.3,92.1302,3.44473e+06,1.92671e+10,121531,6,0.714286,6,1,6,50112,6,1,1,112896,20736,6.07846e+11,16257024,3764.68,63.756,172.886,117529,16257024, 112896, 112896, 112896, 144, 16257024, 20736, 20736, 20736, 784, 16257024, 16257024, 112896, 98784, 1, 1, 8, 1, 1, 1, 1, 3601, 3601, 3601, 96, 144
MobileNetV2,Bottleneck3_2_2,3080,73021,26572.7,11.9979,451511,1.92671e+10,122058,1,1.375,1,1,1,55224,54,1,1,112896,1296,3.29698e+10,876096,3764.68,573.804,190.523,117529,876096, 112896, 112896, 112896, 7.7602, 876096, 1296, 1296, 1296, 676, 876096, 876096, 97344, 97344, 1, 5, 5, 5, 4, 4, 4, 9127, 9127, 9127, 12, 8.35714
MobileNetV2,Bottleneck3_2_3,3080,176457,2965.01,92.1302,3.10725e+07,1.92671e+10,121531,6,0.714286,6,1,6,50112,6,1,1,112896,20736,5.48295e+12,16257024,3764.68,63.756,172.886,117529,16257024, 112896, 112896, 112896, 144, 16257024, 20736, 20736, 20736, 784, 16257024, 16257024, 112896, 98784, 1, 1, 8, 1, 1, 1, 1, 3601, 3601, 3601, 96, 144
MobileNetV2,Bottleneck3_2_Residual,3080,9421,26630.3,11.9834,449992,1.92671e+10,121553,12,11.875,12,1,12,56592,6,1,1,112896,144,4.23938e+09,112896,3764.68,63.756,195.242,117529,112896, 112896, 112896, 112896, 1, 112896, 360, 360, 144, 313.6, 112896, 112896, 112896, 112896, 1, 5, 5, 5, 5, 5, 5, 1177, 1177, 1177, 12, 0.994924
MobileNetV2,Bottleneck3_3_1,3080,176457,1785.05,92.1302,5.16121e+07,1.92671e+10,121531,6,0.714286,6,1,6,50112,6,1,1,112896,20736,9.10732e+12,16257024,3764.68,63.756,172.886,117529,16257024, 112896, 112896, 112896, 144, 16257024, 20736, 20736, 20736, 784, 16257024, 16257024, 112896, 98784, 1, 1, 8, 1, 1, 1, 1, 3601, 3601, 3601, 96, 144
MobileNetV2,Bottleneck3_3_2,3080,73021,26572.7,11.9979,451511,1.92671e+10,122058,1,1.375,1,1,1,55224,54,1,1,112896,1296,3.29698e+10,876096,3764.68,573.804,190.523,117529,876096, 112896, 112896, 112896, 7.7602, 876096, 1296, 1296, 1296, 676, 876096, 876096, 97344, 97344, 1, 5, 5, 5, 4, 4, 4, 9127, 9127, 9127, 12, 8.35714
MobileNetV2,Bottleneck3_3_3,3080,75415,2511.51,47.9039,1.90738e+07,1.92671e+10,121628,1,1.25,1,1,1,78208,6,1,1,112896,4608,1.43845e+12,3612672,3764.68,63.756,269.818,117529,3612672, 112896, 112896, 112896, 32, 3612672, 4608, 4608, 4608, 784, 3612672, 3612672, 25088, 25088, 1, 9, 11, 9, 2, 2, 2, 18851, 18851, 18851, 48, 32
MobileNetV2,Bottleneck4_1_1,3080,76100,6218.67,63.2969,1.01785e+07,1.92671e+10,121414,4,1,4,1,4,16384,6,1,1,25088,6144,7.74587e+11,4816896,3764.68,63.756,56.5248,117529,4816896, 25088, 25088, 25088, 192, 4816896, 6144, 6144, 6144, 784, 4816896, 4816896, 150528, 75264, 1, 1, 3, 1, 1, 1, 1, 1553, 1553, 1553, 64, 192
MobileNetV2,Bottleneck4_1_2,3080,13209,9358.65,42.5165,4.54301e+06,1.92671e+10,121888,18,17.375,18,1,18,5808,54,1,1,150528,1728,6.00087e+10,561600,3764.68,573.804,20.0376,117529,561600, 209736, 209736, 150528, 2.67765, 561600, 19872, 19872, 1728, 28.2609, 561600, 561600, 129792, 62400, 1, 1, 1, 1, 1, 1, 1, 127, 127, 127, 24, 2.41935
MobileNetV2,Bottleneck4_1_3,3080,45745,5460.29,157.948,2.89267e+07,1.92671e+10,121616,36,19.7083,36,1,36,74944,6,1,1,37632,36864,1.32325e+12,7225344,3764.68,63.756,258.557,117529,7225344, 37632, 37632, 37632, 192, 7225344, 36864, 36864, 36864, 196, 7225344, 7225344, 37632, 903168, 1, 1, 1, 1, 1, 11, 6, 953, 953, 953, 168, 196
MobileNetV2,Bottleneck4_2_1,3080,45745,15699.8,157.948,1.00605e+07,1.92671e+10,121616,36,19.7083,36,1,36,74944,6,1,1,37632,36864,4.60218e+11,7225344,3764.68,63.756,258.557,117529,7225344, 37632, 37632, 37632, 192, 7225344, 36864, 36864, 36864, 196, 7225344, 7225344, 37632, 903168, 1, 1, 1, 1, 1, 11, 6, 953, 953, 953, 168, 196
MobileNetV2,Bottleneck4_2_2,3080,3482,11737,71.4624,6.08862e+06,1.92671e+10,121911,34,16.9583,34,1,34,12384,54,1,1,37632,1728,2.12006e+10,248832,3764.68,573.804,42.7248,117529,248832, 57600, 57600, 37632, 4.32, 248832, 1728, 1728, 1728, 144, 248832, 248832, 27648, 27648, 1, 1, 2, 1, 1, 1, 1, 145, 145, 145, 72, 4.5
MobileNetV2,Bottleneck4_2_3,3080,45745,4911.08,157.948,3.21616e+07,1.92671e+10,121616,36,19.7083,36,1,36,74944,6,1,1,37632,36864,1.47123e+12,7225344,3764.68,63.756,258.557,117529,7225344, 37632, 37632, 37632, 192, 7225344, 36864, 36864, 36864, 196, 7225344, 7225344, 37632, 903168, 1, 1, 1, 1, 1, 11, 6, 953, 953, 953, 168, 196
MobileNetV2,Bottleneck4_2_Residual,3080,576,11670,65.3333,5.5984e+06,1.92671e+10,121374,78,78.375,78,1,78,4716,6,1,1,37632,192,3.22468e+09,37632,3764.68,63.756,16.2702,117529,37632, 35028, 35028, 37632, 1.07434, 37632, 192, 192, 192, 196, 37632, 37632, 37632, 37632, 1, 1, 1, 1, 1, 1, 1, 15, 15, 15, 84, 1.07104
MobileNetV2,Bottleneck4_3_1,3080,45745,4575.33,157.948,3.45217e+07,1.92671e+10,121616,36,19.7083,36,1,36,74944,6,1,1,37632,36864,1.5792e+12,7225344,3764.68,63.756,258.557,117529,7225344, 37632, 37632, 37632, 192, 7225344, 36864, 36864, 36864, 196, 7225344, 7225344, 37632, 903168, 1, 1, 1, 1, 1, 11, 6, 953, 953, 953, 168, 196
MobileNetV2,Bottleneck4_3_2,3080,3482,11737,71.4624,6.08862e+06,1.92671e+10,121911,34,16.9583,34,1,34,12384,54,1,1,37632,1728,2.12006e+10,248832,3764.68,573.804,42.7248,117529,248832, 57600, 57600, 37632, 4.32, 248832, 1728, 1728, 1728, 144, 248832, 248832, 27648, 27648, 1, 1, 2, 1, 1, 1, 1, 145, 145, 145, 72, 4.5
MobileNetV2,Bottleneck4_3_3,3080,45745,4911.08,157.948,3.21616e+07,1.92671e+10,121616,36,19.7083,36,1,36,74944,6,1,1,37632,36864,1.47123e+12,7225344,3764.68,63.756,258.557,117529,7225344, 37632, 37632, 37632, 192, 7225344, 36864, 36864, 36864, 196, 7225344, 7225344, 37632, 903168, 1, 1, 1, 1, 1, 11, 6, 953, 953, 953, 168, 196
MobileNetV2,Bottleneck4_3_Residual,3080,576,11670,65.3333,5.5984e+06,1.92671e+10,121374,78,78.375,78,1,78,4716,6,1,1,37632,192,3.22468e+09,37632,3764.68,63.756,16.2702,117529,37632, 35028, 35028, 37632, 1.07434, 37632, 192, 192, 192, 196, 37632, 37632, 37632, 37632, 1, 1, 1, 1, 1, 1, 1, 15, 15, 15, 84, 1.07104
MobileNetV2,Bottleneck4_4_1,3080,45745,4575.33,157.948,3.45217e+07,1.92671e+10,121616,36,19.7083,36,1,36,74944,6,1,1,37632,36864,1.5792e+12,7225344,3764.68,63.756,258.557,117529,7225344, 37632, 37632, 37632, 192, 7225344, 36864, 36864, 36864, 196, 7225344, 7225344, 37632, 903168, 1, 1, 1, 1, 1, 11, 6, 953, 953, 953, 168, 196
MobileNetV2,Bottleneck4_4_2,3080,3482,11737,71.4624,6.08862e+06,1.92671e+10,121911,34,16.9583,34,1,34,12384,54,1,1,37632,1728,2.12006e+10,248832,3764.68,573.804,42.7248,117529,248832, 57600, 57600, 37632, 4.32, 248832, 1728, 1728, 1728, 144, 248832, 248832, 27648, 27648, 1, 1, 2, 1, 1, 1, 1, 145, 145, 145, 72, 4.5
MobileNetV2,Bottleneck4_4_3,3080,92545,8553.44,26.0246,3.04259e+06,1.92671e+10,121391,19,19.5156,19,1,19,9732,6,1,1,37632,12288,2.81576e+11,2408448,3764.68,63.756,33.5754,117529,2408448, 37632, 37632, 37632, 64, 2408448, 9232, 9232, 12288, 260.88, 2408448, 2408448, 12544, 1806336, 1, 1, 1, 1, 2, 2, 2, 241, 241, 241, 28, 64
MobileNetV2,Bottleneck5_1_1,3080,37687,5176.05,127.813,2.46932e+07,1.92671e+10,121876,6,6.5,6,1,6,150272,6,1,1,12544,24576,9.30613e+11,4816896,3764.68,63.756,518.438,117529,4816896, 12544, 12544, 12544, 384, 4816896, 22272, 22272, 24576, 216.276, 4816896, 4816896, 75264, 263424, 1, 3, 3, 3, 21, 21, 21, 9421, 9421, 9421, 128, 141.474
MobileNetV2,Bottleneck5_1_2,3080,23401,8415.04,21.2668,2.52723e+06,1.92671e+10,121889,7,3.80556,7,1,7,6208,54,1,1,75264,3456,5.91398e+10,497664,3764.68,573.804,21.4176,117529,497664, 86016, 86016, 75264, 5.78571, 497664, 3456, 3456, 3456, 144, 497664, 497664, 55296, 55296, 1, 1, 1, 1, 1, 1, 1, 325, 325, 325, 21.3333, 6.75
MobileNetV2,Bottleneck5_1_3,3080,32953,4240.6,877.048,2.06822e+08,1.92671e+10,122197,16,10.25,16,1,16,243200,6,1,1,75264,147456,6.81539e+12,28901376,3764.68,63.756,839.04,117529,28901376, 131712, 131712, 75264, 219.429, 28901376, 147456, 147456, 147456, 196, 28901376, 28901376, 75264, 301056, 1, 1, 17, 11, 2, 22, 12, 4117, 4117, 4117, 896, 125.898
MobileNetV2,Bottleneck5_2_1,3080,32953,48214.7,877.048,1.81905e+07,1.92671e+10,122197,16,10.25,16,1,16,243200,6,1,1,75264,147456,5.99431e+11,28901376,3764.68,63.756,839.04,117529,28901376, 131712, 131712, 75264, 219.429, 28901376, 147456, 147456, 147456, 196, 28901376, 28901376, 75264, 301056, 1, 1, 17, 11, 2, 22, 12, 4117, 4117, 4117, 896, 125.898
MobileNetV2,Bottleneck5_2_2,3080,23401,45734.4,21.2668,465006,1.92671e+10,121889,7,3.80556,7,1,7,6208,54,1,1,75264,3456,1.08816e+10,497664,3764.68,573.804,21.4176,117529,497664, 86016, 86016, 75264, 5.78571, 497664, 3456, 3456, 3456, 144, 497664, 497664, 55296, 55296, 1, 1, 1, 1, 1, 1, 1, 325, 325, 325, 21.3333, 6.75
MobileNetV2,Bottleneck5_2_3,3080,12314,2794.2,586.758,2.09991e+08,1.92671e+10,121460,16,16.6667,16,1,16,29664,6,1,1,75264,36864,2.58583e+12,7225344,3764.68,63.756,102.341,117529,7225344, 75264, 75264, 75264, 96, 7225344, 70656, 70656, 36864, 102.261, 7225344, 7225344, 18816, 206976, 1, 1, 2, 1, 3, 3, 3, 513, 513, 513, 672, 48.4948
MobileNetV2,Bottleneck6_1_1,3080,24277,13207.5,446.431,3.38013e+07,1.92671e+10,121872,13,13,13,1,13,148976,6,1,1,18816,55296,8.20593e+11,10838016,3764.68,63.756,513.967,117529,10838016, 18816, 18816, 18816, 576, 10838016, 52992, 52992, 55296, 204.522, 10838016, 10838016, 112896, 317520, 1, 1, 7, 4, 17, 17, 17, 4045, 4045, 4045, 512, 576
MobileNetV2,Bottleneck6_1_2,3080,4766,18039.4,97.8934,5.42663e+06,1.92671e+10,122050,30,23.375,30,1,30,52704,54,1,1,112896,5184,2.58633e+10,466560,3764.68,573.804,181.829,117529,466560, 107856, 107856, 112896, 4.32577, 466560, 5184, 5184, 5184, 90, 466560, 466560, 82944, 63360, 1, 4, 6, 4, 3, 3, 3, 595, 595, 595, 52.3636, 4.82143
MobileNetV2,Bottleneck6_1_3,3080,154908,7769.42,104.946,1.35076e+07,1.92671e+10,122541,15,7.85714,15,1,15,342976,6,1,1,28224,331776,2.09244e+12,16257024,3764.68,63.756,1183.27,117529,16257024, 28224, 28224, 28224, 576, 16257024, 1198080, 1198080, 331776, 13.5692, 16257024, 16257024, 28224, 50176, 1, 1, 54, 28, 2, 2, 2, 11061, 11061, 11061, 108, 7.76879
MobileNetV2,Bottleneck6_2_1,3080,154908,32605.3,104.946,3.21869e+06,1.92671e+10,122541,15,7.85714,15,1,15,342976,6,1,1,28224,331776,4.986e+11,16257024,3764.68,63.756,1183.27,117529,16257024, 28224, 28224, 28224, 576, 16257024, 1198080, 1198080, 331776, 13.5692, 16257024, 16257024, 28224, 50176, 1, 1, 54, 28, 2, 2, 2, 11061, 11061, 11061, 108, 7.76879
MobileNetV2,Bottleneck6_2_2,3080,1900,25982.8,68.2105,2.62521e+06,1.92671e+10,122052,34,21.6667,34,1,34,53376,54,1,1,28224,5184,4.98791e+09,129600,3764.68,573.804,184.147,117529,129600, 36288, 36288, 28224, 3.57143, 129600, 5184, 5184, 5184, 25, 129600, 129600, 14400, 14400, 1, 4, 7, 5, 2, 2, 2, 631, 631, 631, 68.5714, 4.41176
MobileNetV2,Bottleneck6_2_3,3080,154908,7220.96,104.946,1.45336e+07,1.92671e+10,122541,15,7.85714,15,1,15,342976,6,1,1,28224,331776,2.25137e+12,16257024,3764.68,63.756,1183.27,117529,16257024, 28224, 28224, 28224, 576, 16257024, 1198080, 1198080, 331776, 13.5692, 16257024, 16257024, 28224, 50176, 1, 1, 54, 28, 2, 2, 2, 11061, 11061, 11061, 108, 7.76879
MobileNetV2,Bottleneck6_2_Residual,3080,4801,25968.1,5.87878,226385,1.92671e+10,121362,6,6,6,1,6,1188,6,1,1,28224,576,1.08687e+09,28224,3764.68,63.756,4.0986,117529,28224, 28224, 28224, 28224, 1, 28224, 576, 576, 576, 49, 28224, 28224, 28224, 28224, 1, 1, 1, 1, 1, 1, 1, 50, 50, 50, 6, 0.98
MobileNetV2,Bottleneck6_3_1,3080,154908,7059.38,104.946,1.48662e+07,1.92671e+10,122541,15,7.85714,15,1,15,342976,6,1,1,28224,331776,2.3029e+12,16257024,3764.68,63.756,1183.27,117529,16257024, 28224, 28224, 28224, 576, 16257024, 1198080, 1198080, 331776, 13.5692, 16257024, 16257024, 28224, 50176, 1, 1, 54, 28, 2, 2, 2, 11061, 11061, 11061, 108, 7.76879
MobileNetV2,Bottleneck6_3_2,3080,1900,25982.8,68.2105,2.62521e+06,1.92671e+10,122052,34,21.6667,34,1,34,53376,54,1,1,28224,5184,4.98791e+09,129600,3764.68,573.804,184.147,117529,129600, 36288, 36288, 28224, 3.57143, 129600, 5184, 5184, 5184, 25, 129600, 129600, 14400, 14400, 1, 4, 7, 5, 2, 2, 2, 631, 631, 631, 68.5714, 4.41176
MobileNetV2,Bottleneck6_3_3,3080,161617,2857.66,27.9416,9.77781e+06,1.92671e+10,121429,2,2.3125,2,1,2,20696,6,1,1,28224,92160,1.58026e+12,4515840,3764.68,63.756,71.4012,117529,4515840, 28224, 28224, 28224, 160, 4515840, 92160, 92160, 92160, 49, 4515840, 4515840, 7840, 376320, 1, 1, 1, 1, 3, 3, 3, 3367, 3367, 3367, 28, 37.512
MobileNetV2,Bottleneck7_1_1,3080,753039,9909.68,9.9947,1.00858e+06,1.92671e+10,121497,10,0.647959,10,1,10,40264,6,1,1,7840,153600,7.595e+11,7526400,3764.68,63.756,138.911,117529,7526400, 7840, 7840, 7840, 960, 7526400, 146880, 146880, 153600, 51.2418, 7526400, 7526400, 47040, 357504, 1, 1, 7, 1, 1, 1, 1, 1921, 1921, 1921, 20, 960
MobileNetV2,Bottleneck7_1_2,3080,16892,12272,12.7871,1.04198e+06,1.92671e+10,121904,3,3.26667,3,1,3,10624,54,1,1,47040,8640,1.76011e+10,216000,3764.68,573.804,36.6528,117529,216000, 47040, 47040, 47040, 4.59184, 216000, 8640, 8640, 8640, 25, 216000, 216000, 24000, 24000, 1, 2, 2, 2, 1, 1, 1, 1126, 1126, 1126, 12.8, 3.87931
MobileNetV2,Bottleneck7_1_3,3080,121006,3622.77,124.397,3.43375e+07,1.92671e+10,122323,4,2.75,4,1,4,279800,6,1,1,47040,307200,4.15505e+12,15052800,3764.68,63.756,965.31,117529,15052800, 70560, 70560, 47040, 213.333, 15052800, 307200, 307200, 307200, 49, 15052800, 15052800, 15680, 31360, 1, 16, 42, 30, 2, 4, 3, 30241, 30241, 30241, 128, 40.0743
MobileNetV2,CONV2D_2,3080,430113,28051.4,46.6631,1.66348e+06,1.92671e+10,122323,0,0.6,0,1,0,279872,6,1,1,15680,409600,7.15486e+11,20070400,3764.68,63.756,965.558,117529,20070400, 15680, 15680, 15680, 1280, 20070400, 368640, 368640, 409600, 54.4444, 20070400, 20070400, 62720, 274400, 1, 24, 28, 24, 18, 18, 18, 86017, 86017, 86017, 56, 53.6527
MobileNetV2,CONV2D_3,3080,980980,568646,63.9361,112436,1.92698e+10,211064,98,98.4,98,1,98,25114888,294,1,1,62720,62720000,1.10297e+11,62720000,3764.68,3124.04,86646.4,117529,62720000, 62720, 62720, 62720, 1000, 62720000, 62720000, 62720000, 62720000, 1, 62720000, 62720000, 1000, 4500, 1, 4004, 4004, 4004, 1, 1, 1, 127460, 127460, 127460, 100, 0.999001
