Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW Req (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width, Offchip BW Req (Elements/cycle),  L2 SRAM Size Req (Bytes), L1 SRAM Size Req (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
MobileNetV2,Bottleneck2_2_3,46816,1211617,8776.08,5.96339,679505,1.33617e+12,2.74071e+06,0,0.397321,0,1,0,7744,6,1,1,301056,2304,8.23299e+11,7225344,57223.2,969.091,26.7168,2.6825e+06,7225344, 301056, 301056, 301056, 24, 7225344, 2304, 2304, 2304, 3136, 7225344, 7225344, 75264, 501760, 1, 1, 1, 1, 1, 1, 1, 5409, 5409, 5409, 6, 24
MobileNetV2,Bottleneck3_1_1,46816,1191289,52548,9.09772,173132,1.33617e+12,2.74074e+06,7,7.95663,7,1,7,16544,6,1,1,75264,3456,2.0625e+11,10838016,57223.2,969.091,57.0768,2.6825e+06,10838016, 75264, 75264, 75264, 144, 10838016, 3042, 3042, 3456, 3562.79, 10838016, 10838016, 451584, 9483264, 1, 1, 1, 1, 3, 3, 3, 1013, 1013, 1013, 16, 144
MobileNetV2,Bottleneck3_1_2,46816,181472,22619.7,17.147,758055,1.33617e+12,2.74873e+06,4,2.95833,4,1,5,83304,54,1,1,451584,1296,1.37566e+11,3111696,57223.2,8721.82,287.399,2.6825e+06,3111696, 535824, 535824, 451584, 5.80731, 3111696, 1296, 1296, 1296, 2401, 3111696, 3111696, 419904, 373968, 1, 8, 8, 8, 3, 6, 5, 4861, 8101, 7561, 6, 2.8918
MobileNetV2,Bottleneck3_1_3,46816,2081521,20329.9,7.81017,384171,1.33617e+12,2.74071e+06,1,1.4623,1,1,1,7424,6,1,1,112896,20736,7.9966e+11,16257024,57223.2,969.091,25.6128,2.6825e+06,16257024, 112896, 112896, 112896, 144, 16257024, 282816, 282816, 20736, 57.4827, 16257024, 16257024, 112896, 3048192, 1, 1, 1, 1, 1, 1, 1, 2065, 2065, 2065, 8, 144
MobileNetV2,Bottleneck3_2_1,46816,2081521,40592.7,7.81017,192403,1.33617e+12,2.74071e+06,1,1.4623,1,1,1,7424,6,1,1,112896,20736,4.00491e+11,16257024,57223.2,969.091,25.6128,2.6825e+06,16257024, 112896, 112896, 112896, 144, 16257024, 282816, 282816, 20736, 57.4827, 16257024, 16257024, 112896, 3048192, 1, 1, 1, 1, 1, 1, 1, 2065, 2065, 2065, 8, 144
MobileNetV2,Bottleneck3_2_2,46816,67426,27088.2,12.9934,479672,1.33617e+12,2.74863e+06,9,3.11538,9,1,9,55008,54,1,1,112896,1296,3.23424e+10,876096,57223.2,8721.82,189.778,2.6825e+06,876096, 209664, 209664, 112896, 4.17857, 876096, 1296, 1296, 1296, 676, 876096, 876096, 97344, 97344, 1, 3, 8, 3, 2, 2, 2, 2593, 2593, 2593, 13, 4.5
MobileNetV2,Bottleneck3_2_3,46816,2081521,16748.5,7.81017,466319,1.33617e+12,2.74071e+06,1,1.4623,1,1,1,7424,6,1,1,112896,20736,9.70653e+11,16257024,57223.2,969.091,25.6128,2.6825e+06,16257024, 112896, 112896, 112896, 144, 16257024, 282816, 282816, 20736, 57.4827, 16257024, 16257024, 112896, 3048192, 1, 1, 1, 1, 1, 1, 1, 2065, 2065, 2065, 8, 144
MobileNetV2,Bottleneck3_2_Residual,46816,112934,26730.7,0.999664,37397.6,1.33617e+12,2.74073e+06,1,0.944444,1,1,1,12576,6,1,1,112896,144,4.22346e+09,112896,57223.2,969.091,43.3872,2.6825e+06,112896, 112896, 112896, 112896, 1, 112896, 144, 144, 144, 784, 112896, 112896, 112896, 112896, 1, 1, 2, 1, 1, 1, 1, 3137, 3137, 3137, 1, 1
MobileNetV2,Bottleneck3_3_1,46816,2081521,15531.1,7.81017,502873,1.33617e+12,2.74071e+06,1,1.4623,1,1,1,7424,6,1,1,112896,20736,1.04674e+12,16257024,57223.2,969.091,25.6128,2.6825e+06,16257024, 112896, 112896, 112896, 144, 16257024, 282816, 282816, 20736, 57.4827, 16257024, 16257024, 112896, 3048192, 1, 1, 1, 1, 1, 1, 1, 2065, 2065, 2065, 8, 144
MobileNetV2,Bottleneck3_3_2,46816,67426,27088.2,12.9934,479672,1.33617e+12,2.74863e+06,9,3.11538,9,1,9,55008,54,1,1,112896,1296,3.23424e+10,876096,57223.2,8721.82,189.778,2.6825e+06,876096, 209664, 209664, 112896, 4.17857, 876096, 1296, 1296, 1296, 676, 876096, 876096, 97344, 97344, 1, 3, 8, 3, 2, 2, 2, 2593, 2593, 2593, 13, 4.5
MobileNetV2,Bottleneck3_3_3,46816,117658,3023.57,30.7049,1.01552e+07,1.33617e+12,2.74072e+06,1,1.26786,1,1,1,9696,6,1,1,112896,4608,1.19484e+12,3612672,57223.2,969.091,33.4512,2.6825e+06,3612672, 112896, 112896, 112896, 32, 3612672, 46512, 46512, 4608, 77.6718, 3612672, 3612672, 25088, 94080, 1, 1, 2, 1, 1, 1, 1, 2101, 2101, 2101, 32, 20.8372
MobileNetV2,Bottleneck4_1_1,46816,402091,6449.63,11.9796,1.85741e+06,1.33617e+12,2.74088e+06,0,0.142857,0,1,0,55296,6,1,1,25088,6144,7.46849e+11,4816896,57223.2,969.091,190.771,2.6825e+06,4816896, 25088, 25088, 25088, 192, 4816896, 6144, 6144, 6144, 784, 4816896, 4816896, 150528, 125440, 1, 2, 4, 2, 6, 6, 6, 57441, 57441, 57441, 12, 192
MobileNetV2,Bottleneck4_1_2,46816,169360,9312.73,6.37695,684756,1.33617e+12,2.74878e+06,1,0.5,1,1,1,98432,54,1,1,150528,1728,1.1597e+11,1080000,57223.2,8721.82,339.59,2.6825e+06,1080000, 159552, 159552, 150528, 6.76895, 1080000, 1728, 1728, 1728, 625, 1080000, 1080000, 129792, 120000, 1, 9, 10, 9, 7, 7, 7, 28225, 28225, 28225, 2, 6.65025
MobileNetV2,Bottleneck4_1_3,46816,2410972,3508.88,2.99686,854078,1.33617e+12,2.74077e+06,0,0.0714286,0,1,0,23360,6,1,1,37632,36864,2.05916e+12,7225344,57223.2,969.091,80.592,2.6825e+06,7225344, 37632, 37632, 37632, 192, 7225344, 202752, 202752, 36864, 35.6364, 7225344, 7225344, 37632, 100352, 1, 1, 4, 2, 1, 1, 1, 43053, 43053, 43053, 3, 192
MobileNetV2,Bottleneck4_2_1,46816,2410972,13037.7,2.99686,229861,1.33617e+12,2.74077e+06,0,0.0714286,0,1,0,23360,6,1,1,37632,36864,5.54189e+11,7225344,57223.2,969.091,80.592,2.6825e+06,7225344, 37632, 37632, 37632, 192, 7225344, 202752, 202752, 36864, 35.6364, 7225344, 7225344, 37632, 100352, 1, 1, 4, 2, 1, 1, 1, 43053, 43053, 43053, 3, 192
MobileNetV2,Bottleneck4_2_2,46816,82956,11746.5,2.99957,255359,1.33617e+12,2.74853e+06,0,0.25,0,1,0,25920,54,1,1,37632,1728,2.11835e+10,248832,57223.2,8721.82,89.424,2.6825e+06,248832, 42240, 42240, 37632, 5.89091, 248832, 4320, 4320, 1728, 57.6, 248832, 248832, 27648, 27648, 1, 2, 4, 2, 2, 2, 2, 10369, 10369, 10369, 3, 5.49153
MobileNetV2,Bottleneck4_2_3,46816,2410972,2179.9,2.99686,1.37477e+06,1.33617e+12,2.74077e+06,0,0.0714286,0,1,0,23360,6,1,1,37632,36864,3.31453e+12,7225344,57223.2,969.091,80.592,2.6825e+06,7225344, 37632, 37632, 37632, 192, 7225344, 202752, 202752, 36864, 35.6364, 7225344, 7225344, 37632, 100352, 1, 1, 4, 2, 1, 1, 1, 43053, 43053, 43053, 3, 192
MobileNetV2,Bottleneck4_2_Residual,46816,18825,11678.1,1.99904,171178,1.33617e+12,2.74077e+06,2,1.83333,2,1,2,25152,6,1,1,37632,192,3.22243e+09,37632,57223.2,969.091,86.7744,2.6825e+06,37632, 21952, 21952, 37632, 1.71429, 37632, 192, 192, 192, 196, 37632, 37632, 37632, 37632, 1, 2, 3, 2, 2, 2, 2, 3137, 3137, 3137, 2, 1.9798
MobileNetV2,Bottleneck4_3_1,46816,2410972,1844.04,2.99686,1.62516e+06,1.33617e+12,2.74077e+06,0,0.0714286,0,1,0,23360,6,1,1,37632,36864,3.91822e+12,7225344,57223.2,969.091,80.592,2.6825e+06,7225344, 37632, 37632, 37632, 192, 7225344, 202752, 202752, 36864, 35.6364, 7225344, 7225344, 37632, 100352, 1, 1, 4, 2, 1, 1, 1, 43053, 43053, 43053, 3, 192
MobileNetV2,Bottleneck4_3_2,46816,82956,11746.5,2.99957,255359,1.33617e+12,2.74853e+06,0,0.25,0,1,0,25920,54,1,1,37632,1728,2.11835e+10,248832,57223.2,8721.82,89.424,2.6825e+06,248832, 42240, 42240, 37632, 5.89091, 248832, 4320, 4320, 1728, 57.6, 248832, 248832, 27648, 27648, 1, 2, 4, 2, 2, 2, 2, 10369, 10369, 10369, 3, 5.49153
MobileNetV2,Bottleneck4_3_3,46816,2410972,2179.9,2.99686,1.37477e+06,1.33617e+12,2.74077e+06,0,0.0714286,0,1,0,23360,6,1,1,37632,36864,3.31453e+12,7225344,57223.2,969.091,80.592,2.6825e+06,7225344, 37632, 37632, 37632, 192, 7225344, 202752, 202752, 36864, 35.6364, 7225344, 7225344, 37632, 100352, 1, 1, 4, 2, 1, 1, 1, 43053, 43053, 43053, 3, 192
MobileNetV2,Bottleneck4_3_Residual,46816,18825,11678.1,1.99904,171178,1.33617e+12,2.74077e+06,2,1.83333,2,1,2,25152,6,1,1,37632,192,3.22243e+09,37632,57223.2,969.091,86.7744,2.6825e+06,37632, 21952, 21952, 37632, 1.71429, 37632, 192, 192, 192, 196, 37632, 37632, 37632, 37632, 1, 2, 3, 2, 2, 2, 2, 3137, 3137, 3137, 2, 1.9798
MobileNetV2,Bottleneck4_4_1,46816,2410972,1844.04,2.99686,1.62516e+06,1.33617e+12,2.74077e+06,0,0.0714286,0,1,0,23360,6,1,1,37632,36864,3.91822e+12,7225344,57223.2,969.091,80.592,2.6825e+06,7225344, 37632, 37632, 37632, 192, 7225344, 202752, 202752, 36864, 35.6364, 7225344, 7225344, 37632, 100352, 1, 1, 4, 2, 1, 1, 1, 43053, 43053, 43053, 3, 192
MobileNetV2,Bottleneck4_4_2,46816,82956,11746.5,2.99957,255359,1.33617e+12,2.74853e+06,0,0.25,0,1,0,25920,54,1,1,37632,1728,2.11835e+10,248832,57223.2,8721.82,89.424,2.6825e+06,248832, 42240, 42240, 37632, 5.89091, 248832, 4320, 4320, 1728, 57.6, 248832, 248832, 27648, 27648, 1, 2, 4, 2, 2, 2, 2, 10369, 10369, 10369, 3, 5.49153
MobileNetV2,Bottleneck4_4_3,46816,48415,1088.39,49.7459,4.57059e+07,1.33617e+12,2.74074e+06,4,1.60714,4,1,4,16656,6,1,1,37632,12288,2.21285e+12,2408448,57223.2,969.091,57.4632,2.6825e+06,2408448, 37632, 37632, 37632, 64, 2408448, 49152, 49152, 12288, 49, 2408448, 2408448, 12544, 23520, 1, 1, 3, 1, 1, 1, 1, 1729, 1729, 1729, 64, 64
MobileNetV2,Bottleneck5_1_1,46816,75357,4750.57,63.921,1.34555e+07,1.33617e+12,2.74105e+06,1,1,1,1,1,103760,6,1,1,12544,24576,1.01396e+12,4816896,57223.2,969.091,357.972,2.6825e+06,4816896, 12544, 12544, 12544, 384, 4816896, 36864, 36864, 24576, 130.667, 4816896, 4816896, 75264, 145824, 1, 1, 5, 4, 12, 12, 12, 18838, 18838, 18838, 64, 78.0747
MobileNetV2,Bottleneck5_1_2,46816,166081,8466.7,2.99651,353917,1.33617e+12,2.74845e+06,1,0.59375,1,1,1,2520,54,1,1,75264,3456,5.8779e+10,497664,57223.2,8721.82,8.694,2.6825e+06,497664, 96768, 96768, 75264, 5.14286, 497664, 3456, 3456, 3456, 144, 497664, 497664, 55296, 55296, 1, 1, 1, 1, 1, 1, 1, 865, 865, 865, 3, 6
MobileNetV2,Bottleneck5_1_3,46816,1032497,3118.87,27.9917,8.97497e+06,1.33617e+12,2.74124e+06,2,0.178571,2,1,2,160896,6,1,1,75264,147456,9.26663e+12,28901376,57223.2,969.091,555.091,2.6825e+06,28901376, 75264, 75264, 75264, 384, 28901376, 129024, 129024, 147456, 224, 28901376, 28901376, 75264, 112896, 1, 1, 25, 2, 2, 2, 2, 36874, 36874, 36874, 28, 384
MobileNetV2,Bottleneck5_2_1,46816,1032497,47059.9,27.9917,594811,1.33617e+12,2.74124e+06,2,0.178571,2,1,2,160896,6,1,1,75264,147456,6.14141e+11,28901376,57223.2,969.091,555.091,2.6825e+06,28901376, 75264, 75264, 75264, 384, 28901376, 129024, 129024, 147456, 224, 28901376, 28901376, 75264, 112896, 1, 1, 25, 2, 2, 2, 2, 36874, 36874, 36874, 28, 384
MobileNetV2,Bottleneck5_2_2,46816,166081,45751.5,2.99651,65495.4,1.33617e+12,2.74845e+06,1,0.59375,1,1,1,2520,54,1,1,75264,3456,1.08775e+10,497664,57223.2,8721.82,8.694,2.6825e+06,497664, 96768, 96768, 75264, 5.14286, 497664, 3456, 3456, 3456, 144, 497664, 497664, 55296, 55296, 1, 1, 1, 1, 1, 1, 1, 865, 865, 865, 3, 6
MobileNetV2,Bottleneck5_2_3,46816,1032357,2089.95,6.99888,3.34882e+06,1.33617e+12,2.74082e+06,0,0,0,1,0,37248,6,1,1,75264,36864,3.45718e+12,7225344,57223.2,969.091,128.506,2.6825e+06,7225344, 75264, 75264, 75264, 96, 7225344, 36864, 36864, 36864, 196, 7225344, 7225344, 18816, 75264, 1, 2, 5, 2, 2, 2, 2, 64522, 64522, 64522, 7, 96
MobileNetV2,Bottleneck6_1_1,46816,86078,12301.6,125.909,1.02352e+07,1.33617e+12,2.74193e+06,1,1,1,1,1,361472,6,1,1,18816,55296,8.81022e+11,10838016,57223.2,969.091,1247.08,2.6825e+06,10838016, 18816, 18816, 18816, 576, 10838016, 55296, 55296, 55296, 196, 10838016, 10838016, 112896, 106624, 1, 24, 24, 24, 34, 34, 34, 86054, 86054, 86054, 126, 146.238
MobileNetV2,Bottleneck6_1_2,46816,62230,18000.3,4.49841,249908,1.33617e+12,2.74853e+06,3,1.94444,3,1,3,27264,54,1,1,112896,5184,1.55518e+10,279936,57223.2,8721.82,94.0608,2.6825e+06,279936, 123840, 123840, 112896, 2.26047, 279936, 5184, 5184, 5184, 54, 279936, 279936, 82944, 38016, 1, 3, 4, 3, 1, 1, 1, 3457, 3457, 3457, 4, 2.38235
MobileNetV2,Bottleneck6_1_3,46816,678342,4438.75,23.9658,5.39922e+06,1.33617e+12,2.741e+06,3,0.714286,3,1,3,91680,6,1,1,28224,331776,3.66252e+12,16257024,57223.2,969.091,316.296,2.6825e+06,16257024, 28224, 28224, 28224, 576, 16257024, 319680, 319680, 331776, 50.8541, 16257024, 16257024, 28224, 216384, 1, 1, 14, 2, 2, 2, 2, 12113, 12113, 12113, 24, 576
MobileNetV2,Bottleneck6_2_1,46816,678342,29217.5,23.9658,820255,1.33617e+12,2.741e+06,3,0.714286,3,1,3,91680,6,1,1,28224,331776,5.56414e+11,16257024,57223.2,969.091,316.296,2.6825e+06,16257024, 28224, 28224, 28224, 576, 16257024, 319680, 319680, 331776, 50.8541, 16257024, 16257024, 28224, 216384, 1, 1, 14, 2, 2, 2, 2, 12113, 12113, 12113, 24, 576
MobileNetV2,Bottleneck6_2_2,46816,129612,25608.9,0.999907,39045.3,1.33617e+12,2.74877e+06,0,0,0,1,0,95616,54,1,1,28224,5184,5.06074e+09,129600,57223.2,8721.82,329.875,2.6825e+06,129600, 28224, 28224, 28224, 4.59184, 129600, 5184, 5184, 5184, 25, 129600, 129600, 14400, 14400, 1, 11, 11, 11, 5, 5, 5, 129601, 129601, 129601, 1, 3.87931
MobileNetV2,Bottleneck6_2_3,46816,678342,4169.45,23.9658,5.74796e+06,1.33617e+12,2.741e+06,3,0.714286,3,1,3,91680,6,1,1,28224,331776,3.89908e+12,16257024,57223.2,969.091,316.296,2.6825e+06,16257024, 28224, 28224, 28224, 576, 16257024, 319680, 319680, 331776, 50.8541, 16257024, 16257024, 28224, 216384, 1, 1, 14, 2, 2, 2, 2, 12113, 12113, 12113, 24, 576
MobileNetV2,Bottleneck6_2_Residual,46816,4039,25628.6,6.98787,272659,1.33617e+12,2.74079e+06,7,7,7,1,7,28512,6,1,1,28224,576,1.10127e+09,28224,57223.2,969.091,98.3664,2.6825e+06,28224, 28224, 28224, 28224, 1, 28224, 576, 576, 576, 49, 28224, 28224, 28224, 28224, 1, 3, 3, 3, 3, 3, 3, 1009, 1009, 1009, 7, 0.98
